Year,Make,Model,Price,Miles,Age,Norm_Price,Norm_Miles,Norm_Age,Composite_Score,Rank
2022,Nissan,Altima 2.5 SV FWD,21998,21000,2,0.3748887327242916,0.7900395019750988,0.5,0.5119450902271045,1307.5
2024,Subaru,Impreza Sport AWD,25998,193,0,0.1874912157413915,0.9981199059952998,1.0,0.5119307012434249,1309.0
2022,Volkswagen,Taos SE FWD,22213,19000,2,0.3648161161864607,0.8100405020251013,0.5,0.5119018203194068,1310.0
2022,Jeep,Compass Latitude FWD,23495,7000,2,0.30475521199344113,0.9300465023251162,0.5,0.5118670778935995,1311.0
2021,Honda,HR-V EX FWD,20899,23000,3,0.4263762005153431,0.7700385019250963,0.25,0.5118372708867347,1312.0
2024,Chevrolet,Malibu LT,24743,12000,0,0.24628718669477645,0.88004400220011,1.0,0.5117855126768989,1313.0
2023,Jeep,Renegade Latitude,24495,6000,1,0.25790583274771617,0.9400470023501175,0.75,0.511757600353665,1314.0
2020,Hyundai,Elantra SE 2.0L IVT,15744,63000,4,0.6678847505270555,0.3700185009250463,0.0,0.5117364005937471,1315.0
2024,Chevrolet,Malibu RS,25998,265,0,0.1874912157413915,0.9973998699934997,1.0,0.5117146904428849,1316.0
2024,Hyundai,Kona SEL AWD Automatic,25920,1000,0,0.1911454673225581,0.9900495024751238,1.0,0.511702131136072,1317.0
2022,Chevrolet,Trax LT FWD,15500,82000,2,0.6793159990630124,0.18000900045002244,0.5,0.5115922995728142,1318.0
2021,Toyota,Corolla XLE CVT,21549,17000,3,0.39592410400562206,0.8300415020751037,0.25,0.5115669130259043,1319.0
2024,Hyundai,Kona SEL AWD Automatic,25500,5000,0,0.21082220660576256,0.9500475023751187,1.0,0.5115075746759932,1320.0
2024,Honda,Accord LX,25826,2000,0,0.19554930897165623,0.9800490024501225,1.0,0.5113442861180304,1321.0
2021,Hyundai,Elantra SE IVT,18998,41000,3,0.5154368704614665,0.5900295014750737,0.25,0.511270972719402,1322.0
2023,Hyundai,Kona SE AWD Automatic,24513,6000,1,0.257062543921293,0.9400470023501175,0.75,0.5112516270578111,1323.0
2022,Chevrolet,Malibu LT,19995,40000,2,0.4687280393534785,0.600030001500075,0.5,0.5112458240621096,1324.0
2023,Kia,Sportage LX FWD,22700,23000,1,0.3420004684937925,0.7700385019250963,0.75,0.5112118316738044,1325.0
2021,Hyundai,Sonata Hybrid Blue,20496,27000,3,0.44525650035137043,0.7300365018250912,0.25,0.5111648507583496,1326.0
2024,Honda,Accord LX,25956,846,0,0.18945888966971203,0.991589579478974,1.0,0.5111522076455194,1327.0
2024,Nissan,Kicks SR,25998,465,0,0.1874912157413915,0.9953997699884994,1.0,0.5111146604413848,1328.0
2022,Nissan,Altima 2.5 SR FWD,20000,40000,2,0.46849379245724987,0.600030001500075,0.5,0.5111052759243724,1329.0
2023,Toyota,Camry LE Automatic FWD,24519,6000,1,0.2567814476458188,0.9400470023501175,0.75,0.5110829692925265,1330.0
2020,Jeep,Renegade Jeepster 4WD,20998,14000,4,0.4217381119700163,0.8600430021501075,0.0,0.511055767827042,1331.0
2023,Hyundai,Sonata SEL 2.5L,24734,4000,1,0.2467088311079879,0.96004800240012,0.75,0.5110396993848287,1332.0
2021,Nissan,Sentra SR CVT,21998,13000,3,0.3748887327242916,0.8700435021751087,0.25,0.5109462902871076,1336.0
2021,Hyundai,Sonata SE,21998,13000,3,0.3748887327242916,0.8700435021751087,0.25,0.5109462902871076,1336.0
2021,Volkswagen,Tiguan 2.0T S FWD,21998,13000,3,0.3748887327242916,0.8700435021751087,0.25,0.5109462902871076,1336.0
2021,Mazda,Mazda3 Select 4-Door FWD,21998,13000,3,0.3748887327242916,0.8700435021751087,0.25,0.5109462902871076,1336.0
2021,Volkswagen,Jetta R-Line Automatic,21998,13000,3,0.3748887327242916,0.8700435021751087,0.25,0.5109462902871076,1336.0
2021,Hyundai,Tucson SE AWD,21998,13000,3,0.3748887327242916,0.8700435021751087,0.25,0.5109462902871076,1336.0
2021,Hyundai,Elantra SEL IVT,21998,13000,3,0.3748887327242916,0.8700435021751087,0.25,0.5109462902871076,1336.0
2022,Kia,Seltos LX 2.0 AWD,22998,12000,2,0.3280393534785664,0.88004400220011,0.5,0.5108368127471729,1340.0
2022,Chevrolet,Equinox LT with 1LT FWD,21400,27000,2,0.402904661513235,0.7300365018250912,0.5,0.5107537474554683,1341.0
2023,Nissan,Sentra SV,23998,11000,1,0.2811899742328414,0.8900445022251112,0.75,0.5107273352072381,1342.0
2020,Toyota,Corolla LE CVT,18555,37000,4,0.5361911454673225,0.6300315015750788,0.0,0.5107241377529171,1343.0
2023,Hyundai,Elantra SEL IVT,22935,21000,1,0.3309908643710471,0.7900395019750988,0.75,0.5106063692151579,1344.0
2021,Ford,EcoSport S 4WD,16995,60000,3,0.6092761770906536,0.40002000100005,0.25,0.5105717065544072,1345.0
2022,Buick,Encore GX Select FWD,19700,43000,2,0.4825486062309674,0.5700285014250712,0.5,0.5105377141661018,1346.0
2023,Hyundai,Sonata SEL 2.5L,23900,12000,1,0.2857812133989226,0.88004400220011,0.75,0.5104819286993865,1347.0
2024,Honda,Civic Sport Sedan CVT,26000,709,0,0.18739751698290008,0.9929596479823991,1.0,0.5103264045844598,1348.0
2022,Nissan,Altima 2.5 SV FWD,18000,59000,2,0.5621925509487,0.4100205010250513,0.5,0.5103216808767354,1349.0
2021,Chevrolet,Bolt EV Premier,21807,15000,3,0.38383696416022484,0.8500425021251062,0.25,0.5103149291336667,1350.0
2023,Nissan,Altima 2.5 SR FWD,23800,13000,1,0.29046615132349496,0.8700435021751087,0.75,0.5102927414466296,1351.0
2021,Honda,HR-V LX FWD,17859,52000,3,0.5687983134223471,0.48002400120005995,0.25,0.5102861884134262,1352.0
2020,Nissan,Kicks SV,18998,33000,4,0.5154368704614665,0.6700335016750838,0.0,0.5102721727794051,1353.0
2021,Kia,Seltos LX 2.0 AWD,19998,32000,3,0.4685874912157415,0.680034001700085,0.25,0.5101626952394703,1355.0
2021,Hyundai,Sonata SE,19998,32000,3,0.4685874912157415,0.680034001700085,0.25,0.5101626952394703,1355.0
2021,Hyundai,Elantra Limited IVT (alt),19998,32000,3,0.4685874912157415,0.680034001700085,0.25,0.5101626952394703,1355.0
2021,Honda,HR-V LX FWD,19999,32000,3,0.4685406418364957,0.680034001700085,0.25,0.5101345856119229,1357.0
2020,Ford,Escape S FWD,14950,71000,4,0.7050831576481611,0.2900145007250362,0.0,0.5100542448064075,1358.0
2022,Nissan,Rogue Sport S FWD,20998,31000,2,0.4217381119700163,0.6900345017250862,0.5,0.5100532176995357,1359.5
2022,Hyundai,Sonata SE,20998,31000,2,0.4217381119700163,0.6900345017250862,0.5,0.5100532176995357,1359.5
2021,Chevrolet,Trax LT FWD,17444,56000,3,0.5882408058093229,0.44002200110005496,0.25,0.5099510838156103,1361.0
2023,Ford,Escape Active FWD,23813,13000,1,0.28985710939330067,0.8700435021751087,0.75,0.509927316288513,1362.0
2020,Mitsubishi,Outlander ES FWD,13999,80000,4,0.7496369173108457,0.20001000050002504,0.0,0.509785150536515,1363.0
2023,Hyundai,Elantra SEL IVT,24998,2000,1,0.23434059498711646,0.9800490024501225,0.75,0.5096190577273065,1364.0
2022,Nissan,Altima 2.5 SV FWD,17920,60000,2,0.5659405012883578,0.40002000100005,0.5,0.5095703010730297,1365.0
2024,Kia,Forte GT-Line IVT,25998,1000,0,0.1874912157413915,0.9900495024751238,1.0,0.509509580187372,1366.0
2023,Volkswagen,Jetta Sport Automatic,21800,32000,1,0.3841649098149451,0.680034001700085,0.75,0.5095091463989925,1367.0
2023,Hyundai,Sonata Hybrid Blue,24366,8000,1,0.2639494026704148,0.920046002300115,0.75,0.5093834422922834,1368.0
2021,Hyundai,Ioniq Hybrid Blue,17998,51000,3,0.5622862497071914,0.49002450122506125,0.25,0.5093791001918332,1369.5
2021,Buick,Encore Preferred FWD,17998,51000,3,0.5622862497071914,0.49002450122506125,0.25,0.5093791001918332,1369.5
2022,Chevrolet,Malibu 4dr Sedan LS w/1FL,18998,50000,2,0.5154368704614665,0.5000250012500624,0.5,0.5092696226518987,1371.0
2020,Nissan,Sentra SV CVT,19998,24000,4,0.4685874912157415,0.760038001900095,0.0,0.5091638952994734,1373.0
2020,Chevrolet,Malibu LS with 1FL,19998,24000,4,0.4685874912157415,0.760038001900095,0.0,0.5091638952994734,1373.0
2020,Jeep,Renegade Limited 4WD,19998,24000,4,0.4685874912157415,0.760038001900095,0.0,0.5091638952994734,1373.0
2023,Jeep,Renegade Upland,25171,555,1,0.22623565237760612,0.9944997249862493,0.75,0.5090913089224385,1375.0
2021,Nissan,Rogue Sport S AWD,20998,23000,3,0.4217381119700163,0.7700385019250963,0.25,0.5090544177595386,1377.0
2021,Hyundai,Sonata SE,20998,23000,3,0.4217381119700163,0.7700385019250963,0.25,0.5090544177595386,1377.0
2021,Buick,Encore GX Select FWD,20998,23000,3,0.4217381119700163,0.7700385019250963,0.25,0.5090544177595386,1377.0
2020,Chevrolet,Trax LT FWD,14454,76000,4,0.7283204497540408,0.24001200060003003,0.0,0.5089958700324335,1379.0
2022,Buick,Encore GX Preferred AWD,21998,22000,2,0.3748887327242916,0.7800390019500976,0.5,0.5089449402196042,1380.0
2023,Hyundai,Sonata SEL 2.5L,24922,3000,1,0.23790114780979166,0.9700485024251213,0.75,0.5087552394134114,1381.0
2021,Volkswagen,Jetta S Automatic,19306,39000,3,0.5010072616537831,0.6100305015250762,0.25,0.5086135074497927,1382.0
2023,Chevrolet,Equinox LT with 2FL AWD,22900,22000,1,0.33263059264464756,0.7800390019500976,0.75,0.5085900561718177,1383.0
2022,Nissan,Altima 2.5 SR FWD,20200,39000,2,0.4591239166081049,0.6100305015250762,0.5,0.5084835004223858,1384.0
2022,Ford,Escape SE FWD,19240,48000,2,0.504099320684001,0.520026001300065,0.5,0.5084673928004202,1385.0
2020,Hyundai,Elantra Value Edition 2.0L IVT,17998,43000,4,0.5622862497071914,0.5700285014250712,0.0,0.5083803002518362,1386.5
2020,Kia,Soul  ,17998,43000,4,0.5622862497071914,0.5700285014250712,0.0,0.5083803002518362,1386.5
2022,Toyota,Corolla LE CVT,17750,62000,2,0.5739048957601312,0.3800190009500475,0.5,0.508348637741093,1388.0
2021,Chevrolet,Malibu 4dr Sedan LS w/1FL,18998,42000,3,0.5154368704614665,0.5800290014500724,0.25,0.5082708227119016,1389.0
2021,Jeep,Renegade Latitude 4WD,21347,20000,3,0.4053876786132584,0.8000400020001001,0.25,0.5082446077679851,1390.0
2024,Hyundai,Elantra SEL IVT,25617,5000,0,0.20534082923401265,0.9500475023751187,1.0,0.5082187482529432,1391.0
2024,Hyundai,Venue Limited IVT,25511,6000,0,0.21030686343405947,0.9400470023501175,1.0,0.5081982187654709,1392.0
2022,Kia,Sportage Nightfall AWD,21495,27000,2,0.39845397048489106,0.7300365018250912,0.5,0.508083332838462,1393.0
2020,Toyota,Corolla LE CVT,20998,15000,4,0.4217381119700163,0.8500425021251062,0.0,0.5080556178195417,1394.0
2022,Chevrolet,Malibu LT,22885,14000,2,0.3333333333333335,0.8600430021501075,0.5,0.5080129006450324,1395.0
2020,Buick,Encore Preferred AWD,16944,53000,4,0.6116654954321856,0.47002350117505876,0.0,0.508006347611829,1396.0
2023,Chevrolet,Traverse LT Cloth with 1LT AWD,24950,3000,1,0.23658936519091123,0.9700485024251213,0.75,0.5079681698420832,1397.0
2021,Nissan,Sentra SR CVT,21998,14000,3,0.3748887327242916,0.8600430021501075,0.25,0.5079461402796072,1398.0
2021,Kia,Seltos LX 2.0 AWD,20294,30000,3,0.4547200749590068,0.7000350017500875,0.25,0.5078425455004303,1399.0
2022,Jeep,Compass Latitude FWD,22998,13000,2,0.3280393534785664,0.8700435021751087,0.5,0.5078366627396724,1401.5
2022,Nissan,Altima 2.5 SV FWD,22998,13000,2,0.3280393534785664,0.8700435021751087,0.5,0.5078366627396724,1401.5
2022,Nissan,Altima 2.5 SV FWD,22998,13000,2,0.3280393534785664,0.8700435021751087,0.5,0.5078366627396724,1401.5
2022,Mazda,CX-30 S,22998,13000,2,0.3280393534785664,0.8700435021751087,0.5,0.5078366627396724,1401.5
2024,Hyundai,Elantra Limited IVT,25311,8000,0,0.21967673928320464,0.920046002300115,1.0,0.5078198442599573,1404.0
2021,Chevrolet,Malibu LT,15920,71000,3,0.659639259779808,0.2900145007250362,0.25,0.5077879060853956,1405.0
2023,Ford,Escape Active FWD,23998,12000,1,0.2811899742328414,0.88004400220011,0.75,0.5077271851997378,1406.0
2020,Buick,Encore Preferred FWD,14500,76000,4,0.7261653783087374,0.24001200060003003,0.0,0.5077028271652515,1407.0
2024,Chevrolet,Malibu LT,24995,11000,0,0.23448114312485369,0.8900445022251112,1.0,0.5077020365424455,1408.0
2024,Honda,Accord LX,25958,2000,0,0.1893651909112204,0.9800490024501225,1.0,0.507633815281769,1409.0
2020,Ford,Escape SE AWD,16852,54000,4,0.6159756383227921,0.46002300115005745,0.0,0.5075922833386926,1410.0
2023,Hyundai,Sonata SEL 2.5L,23256,19000,1,0.3159522136331694,0.8100405020251013,0.75,0.507583478787432,1411.0
2022,Honda,HR-V Sport FWD,21300,29000,2,0.40758959943780737,0.7100355017750888,0.5,0.507564410195211,1412.0
2021,Nissan,Versa SV CVT,16998,61000,3,0.6091356289529164,0.3900195009750488,0.25,0.5074872276642645,1413.0
2021,Nissan,Sentra SV CVT,17000,61000,3,0.609041930194425,0.3900195009750488,0.25,0.5074310084091697,1414.5
2021,Nissan,Kicks S,17000,61000,3,0.609041930194425,0.3900195009750488,0.25,0.5074310084091697,1414.5
2023,Chevrolet,Malibu LT,22411,27000,1,0.35553993909580694,0.7300365018250912,0.75,0.5073349140050115,1416.0
2023,Hyundai,Sonata SEL 2.5L,24760,5000,1,0.24549074724759912,0.9500475023751187,0.75,0.5073086990610951,1417.0
2021,Nissan,Sentra SV CVT,16900,62000,3,0.6137268681189973,0.3800190009500475,0.25,0.5072418211564126,1418.0
2021,Volkswagen,Jetta R-Line Manual,19998,33000,3,0.4685874912157415,0.6700335016750838,0.25,0.50716254523197,1421.0
2021,Hyundai,Sonata SE,19998,33000,3,0.4685874912157415,0.6700335016750838,0.25,0.50716254523197,1421.0
2021,Kia,Sportage LX AWD,19998,33000,3,0.4685874912157415,0.6700335016750838,0.25,0.50716254523197,1421.0
2021,Ford,Escape SE AWD,19998,33000,3,0.4685874912157415,0.6700335016750838,0.25,0.50716254523197,1421.0
2021,Mitsubishi,Outlander Sport SE 2.0 AWC CVT,19998,33000,3,0.4685874912157415,0.6700335016750838,0.25,0.50716254523197,1421.0
2022,Kia,Forte GT-Line IVT,20998,32000,2,0.4217381119700163,0.680034001700085,0.5,0.5070530676920353,1424.0
2022,Hyundai,Kona SEL AWD Automatic,22495,18000,2,0.3516045912391661,0.8200410020501026,0.5,0.5069750553585305,1425.0
2023,Chevrolet,Trailblazer LS FWD,21998,31000,1,0.3748887327242916,0.6900345017250862,0.75,0.5069435901521008,1426.5
2023,Nissan,Sentra SV,21998,31000,1,0.3748887327242916,0.6900345017250862,0.75,0.5069435901521008,1426.5
2022,Toyota,Corolla LE CVT,22711,16000,2,0.34148512532208963,0.840042002100105,0.5,0.5069036758232853,1428.0
2023,Nissan,Kicks SR,22000,31000,1,0.37479503396579994,0.6900345017250862,0.75,0.5068873708970059,1429.0
2022,Nissan,Altima 2.5 SV FWD,23998,4000,2,0.2811899742328414,0.96004800240012,0.5,0.5067283852597408,1430.0
2022,Toyota,Corolla LE CVT,19413,47000,2,0.4959943780744904,0.5300265013250662,0.5,0.5066045772422141,1431.0
2024,Mazda,CX-30 Select,25998,2000,0,0.1874912157413915,0.9800490024501225,1.0,0.5065094301798716,1432.0
2020,Kia,Forte LXS IVT,16998,53000,4,0.6091356289529164,0.47002350117505876,0.0,0.5064884277242675,1433.0
2020,Kia,Optima SE Automatic,17000,53000,4,0.609041930194425,0.47002350117505876,0.0,0.5064322084691726,1434.0
2021,Kia,Sportage LX AWD,18000,52000,3,0.5621925509487,0.48002400120005995,0.25,0.506322730929238,1435.0
2023,Hyundai,Elantra SEL IVT,23408,18000,1,0.3088311079878192,0.8200410020501026,0.75,0.5063109654077222,1436.0
2024,Hyundai,Kona SE FWD Automatic,25689,5000,0,0.2019676739283205,0.9500475023751187,1.0,0.5061948550695279,1437.0
2020,Volkswagen,Tiguan 2.0T SE FWD,19998,25000,4,0.4685874912157415,0.7500375018750938,0.0,0.5061637452919729,1439.0
2020,Volkswagen,Jetta SE Automatic,19998,25000,4,0.4685874912157415,0.7500375018750938,0.0,0.5061637452919729,1439.0
2020,Chevrolet,Equinox LT with 2FL FWD,19998,25000,4,0.4685874912157415,0.7500375018750938,0.0,0.5061637452919729,1439.0
2022,Nissan,Altima 2.5 SR FWD,22631,17000,2,0.34523307566174766,0.8300415020751037,0.5,0.5061522960195797,1441.0
2020,Honda,Civic LX Sedan CVT,19999,25000,4,0.4685406418364957,0.7500375018750938,0.0,0.5061356356644255,1442.0
2021,Volkswagen,Passat 2.0T SE,17900,53000,3,0.5668774888732724,0.47002350117505876,0.25,0.5061335436764811,1443.0
2023,Hyundai,Sonata SE 2.5L,22988,22000,1,0.32850784727102367,0.7800390019500976,0.75,0.5061164089476435,1444.0
2021,Hyundai,Elantra SEL IVT (alt),20998,24000,3,0.4217381119700163,0.760038001900095,0.25,0.5060542677520383,1446.5
2021,Hyundai,Sonata SE,20998,24000,3,0.4217381119700163,0.760038001900095,0.25,0.5060542677520383,1446.5
2021,Hyundai,Sonata SE,20998,24000,3,0.4217381119700163,0.760038001900095,0.25,0.5060542677520383,1446.5
2021,Toyota,Corolla  ,20998,24000,3,0.4217381119700163,0.760038001900095,0.25,0.5060542677520383,1446.5
2022,Jeep,Renegade Latitude 4WD,21998,23000,2,0.3748887327242916,0.7700385019250963,0.5,0.5059447902121038,1449.5
2022,Toyota,Corolla LE CVT,21998,23000,2,0.3748887327242916,0.7700385019250963,0.5,0.5059447902121038,1449.5
2022,Kia,K5 LX FWD,22000,23000,2,0.37479503396579994,0.7700385019250963,0.5,0.5058885709570089,1451.0
2023,Buick,Encore GX Select FWD,22997,22000,1,0.3280862028578122,0.7800390019500976,0.75,0.5058634222997166,1452.0
2021,Hyundai,Sonata SEL,18980,43000,3,0.5162801592878894,0.5700285014250712,0.25,0.505776646000255,1453.0
2023,Hyundai,Sonata SEL 2.5L,24500,8000,1,0.25767158585148753,0.920046002300115,0.75,0.5056167522009269,1454.0
2022,Nissan,Altima 2.5 SV AWD,22013,23000,2,0.37418599203560565,0.7700385019250963,0.5,0.5055231457988922,1455.0
2020,Ford,Escape SE FWD,17998,44000,4,0.5622862497071914,0.56002800140007,0.0,0.5053801502443358,1456.5
2020,Volkswagen,Jetta S Manual,17998,44000,4,0.5622862497071914,0.56002800140007,0.0,0.5053801502443358,1456.5
2021,Nissan,Kicks SV,17500,57000,3,0.5856172405715625,0.43002150107505377,0.25,0.5053767946654536,1458.0
2021,Nissan,Sentra SV CVT,20490,29000,3,0.44553759662684467,0.7100355017750888,0.25,0.5053332085086334,1459.0
2023,Nissan,Altima 2.5 SR FWD,24725,6000,1,0.24713047552119938,0.9400470023501175,0.75,0.505292386017755,1460.0
2021,Nissan,Sentra SV CVT,18998,43000,3,0.5154368704614665,0.5700285014250712,0.25,0.5052706727044013,1461.0
2022,Chevrolet,Malibu LT,19998,42000,2,0.4685874912157415,0.5800290014500724,0.5,0.5051611951644667,1462.0
2024,Honda,Accord LX,25942,3000,0,0.19011478097915213,0.9700485024251213,1.0,0.5050834193150276,1463.0
2020,Toyota,Corolla LE CVT,20998,16000,4,0.4217381119700163,0.840042002100105,0.0,0.5050554678120414,1465.5
2020,Nissan,Rogue Sport S AWD,20998,16000,4,0.4217381119700163,0.840042002100105,0.0,0.5050554678120414,1465.5
2020,Nissan,Rogue Sport S AWD,20998,16000,4,0.4217381119700163,0.840042002100105,0.0,0.5050554678120414,1465.5
2020,Jeep,Renegade Altitude FWD,20998,16000,4,0.4217381119700163,0.840042002100105,0.0,0.5050554678120414,1465.5
2023,Hyundai,Elantra SEL IVT,20998,41000,1,0.4217381119700163,0.5900295014750737,0.75,0.5050517176245319,1468.0
2021,Nissan,Altima 2.5 SV FWD,21998,15000,3,0.3748887327242916,0.8500425021251062,0.25,0.5049459902721068,1469.5
2021,Hyundai,Sonata SEL,21998,15000,3,0.3748887327242916,0.8500425021251062,0.25,0.5049459902721068,1469.5
2022,Nissan,Altima 2.5 SR FWD,22998,14000,2,0.3280393534785664,0.8600430021501075,0.5,0.5048365127321721,1472.0
2022,Volkswagen,Taos S FWD,22998,14000,2,0.3280393534785664,0.8600430021501075,0.5,0.5048365127321721,1472.0
2022,Subaru,Impreza Premium Sedan CVT,22998,14000,2,0.3280393534785664,0.8600430021501075,0.5,0.5048365127321721,1472.0
2023,Hyundai,Elantra SEL IVT,23998,13000,1,0.2811899742328414,0.8700435021751087,0.75,0.5047270351922375,1475.0
2023,Ford,Escape Active FWD,23998,13000,1,0.2811899742328414,0.8700435021751087,0.75,0.5047270351922375,1475.0
2023,Nissan,Altima 2.5 S FWD,23998,13000,1,0.2811899742328414,0.8700435021751087,0.75,0.5047270351922375,1475.0
2021,Kia,K5 LX FWD,16993,62000,3,0.609369875849145,0.3800190009500475,0.25,0.5046276257945013,1477.0
2023,Ford,Escape ST-Line AWD,23795,15000,1,0.2907003982197236,0.8500425021251062,0.75,0.504432989569366,1478.0
2022,Chevrolet,Malibu LT,20990,33000,2,0.4221129070039822,0.6700335016750838,0.5,0.5042777947049144,1479.0
2020,Hyundai,Kona SEL FWD Automatic,18998,35000,4,0.5154368704614665,0.6500325016250812,0.0,0.5042718727644042,1481.0
2020,FIAT,500X Pop,18998,35000,4,0.5154368704614665,0.6500325016250812,0.0,0.5042718727644042,1481.0
2020,Mitsubishi,Outlander Sport ES 2.0 AWC CVT,18998,35000,4,0.5154368704614665,0.6500325016250812,0.0,0.5042718727644042,1481.0
2023,Chevrolet,Equinox LT with 1LT FWD,20599,45000,1,0.4404310142890606,0.5500275013750687,0.75,0.5042668589859569,1483.0
2021,Nissan,Altima 2.5 SR FWD,19995,34000,3,0.4687280393534785,0.6600330016500825,0.25,0.5042467241071118,1484.0
2022,Kia,Sportage LX AWD,22700,17000,2,0.3420004684937925,0.8300415020751037,0.5,0.5042127317188067,1485.0
2021,Nissan,Altima 2.5 SR AWD,19998,34000,3,0.4685874912157415,0.6600330016500825,0.25,0.5041623952244696,1488.0
2021,Mitsubishi,Outlander Sport SE 2.0 AWC CVT,19998,34000,3,0.4685874912157415,0.6600330016500825,0.25,0.5041623952244696,1488.0
2021,Nissan,Sentra SV CVT,19998,34000,3,0.4685874912157415,0.6600330016500825,0.25,0.5041623952244696,1488.0
2021,Jeep,Renegade Limited 4WD,19998,34000,3,0.4685874912157415,0.6600330016500825,0.25,0.5041623952244696,1488.0
2021,Hyundai,Venue Denim IVT,19998,34000,3,0.4685874912157415,0.6600330016500825,0.25,0.5041623952244696,1488.0
2020,Hyundai,Elantra SEL IVT (SULEV),12920,92000,4,0.8001873975169829,0.08000400020000997,0.0,0.5041136385701926,1491.0
2024,Toyota,Camry LE Automatic FWD,24700,15000,0,0.24830171000234258,0.8500425021251062,1.0,0.5039937766389374,1492.0
2023,Hyundai,Sonata SE 2.5L,21998,32000,1,0.3748887327242916,0.680034001700085,0.75,0.5039434401446004,1493.0
2021,Buick,Encore Preferred AWD,22998,6000,3,0.3280393534785664,0.9400470023501175,0.25,0.503837712792175,1494.0
2022,Nissan,Altima 2.5 SV FWD,23998,5000,2,0.2811899742328414,0.9500475023751187,0.5,0.5037282352522405,1495.5
2022,Nissan,Altima 2.5 SV FWD,23998,5000,2,0.2811899742328414,0.9500475023751187,0.5,0.5037282352522405,1495.5
2022,Volkswagen,Jetta SE Automatic,23999,5000,2,0.2811431248535958,0.9500475023751187,0.5,0.5037001256246931,1497.0
2023,Jeep,Renegade Latitude,24784,6000,1,0.24436636214570173,0.9400470023501175,0.75,0.5036339179924563,1498.0
2022,Nissan,Altima 2.5 SV FWD,17920,62000,2,0.5659405012883578,0.3800190009500475,0.5,0.503570001058029,1499.0
2022,Nissan,Kicks S,16535,75000,2,0.630826891543687,0.2500125006250312,0.5,0.5034998851137216,1500.0
2020,Chevrolet,Equinox LT with 1LT AWD,20420,22000,4,0.4488170531740454,0.7800390019500976,0.0,0.5033019324894565,1501.0
2021,Kia,Forte LXS IVT,18964,44000,3,0.5170297493558211,0.56002800140007,0.25,0.5032262500335137,1502.0
2020,Chevrolet,Equinox LS with 1LS FWD,19998,26000,4,0.4685874912157415,0.7400370018500925,0.0,0.5031635952844726,1503.5
2020,Toyota,Corolla LE CVT,19998,26000,4,0.4685874912157415,0.7400370018500925,0.0,0.5031635952844726,1503.5
2023,Kia,Sportage LX FWD,22775,25000,1,0.3384867650503631,0.7500375018750938,0.75,0.503103309592746,1505.0
2022,Toyota,Corolla Hatchback SE CVT,20820,35000,2,0.4300773014757555,0.6500325016250812,0.5,0.5030561313729777,1506.0
2021,Kia,Seltos S 2.0 AWD,20998,25000,3,0.4217381119700163,0.7500375018750938,0.25,0.5030541177445379,1508.5
2021,Toyota,Corolla LE CVT,20998,25000,3,0.4217381119700163,0.7500375018750938,0.25,0.5030541177445379,1508.5
2021,Kia,Sportage LX AWD,20998,25000,3,0.4217381119700163,0.7500375018750938,0.25,0.5030541177445379,1508.5
2021,Chevrolet,Equinox LS with 1LS FWD,20998,25000,3,0.4217381119700163,0.7500375018750938,0.25,0.5030541177445379,1508.5
2022,Nissan,Sentra SV CVT,21995,24000,2,0.3750292808620286,0.760038001900095,0.5,0.5030289690872456,1511.0
2023,Kia,Seltos S FWD,19150,59000,1,0.5083157648161163,0.4100205010250513,0.75,0.5029956091971852,1512.0
2023,Kia,Soul EX IVT,23314,20000,1,0.31323494963691734,0.8000400020001001,0.75,0.5029529703821805,1513.0
2023,Mazda,Mazda3 Preferred Hatchback Automatic FWD,22998,23000,1,0.3280393534785664,0.7700385019250963,0.75,0.5028351626646688,1514.0
2021,Chevrolet,Malibu LT,19300,41000,3,0.5012883579292575,0.5900295014750737,0.25,0.5027818652000766,1515.0
2021,Volkswagen,Tiguan 2.0T S FWD,15993,72000,3,0.65621925509487,0.280014000700035,0.25,0.5027357532669324,1516.0
2020,Buick,Encore Preferred FWD,16812,56000,4,0.6178496134926212,0.44002200110005496,0.0,0.5027163684255892,1517.0
2023,Toyota,Corolla SE CVT FWD,23438,19000,1,0.3074256266104476,0.8100405020251013,0.75,0.502467526573799,1518.0
2021,Jeep,Compass Latitude FWD,17071,62000,3,0.6057156242679784,0.3800190009500475,0.25,0.5024350748458013,1519.0
2022,Nissan,Rogue Sport SL FWD,22979,15000,2,0.32892949168423535,0.8500425021251062,0.5,0.5023704456480731,1520.0
2021,Chevrolet,Trax LT FWD,18995,44000,3,0.5155774185992035,0.56002800140007,0.25,0.5023548515795431,1521.0
2022,Hyundai,Kona SEL FWD Automatic,19998,43000,2,0.4685874912157415,0.5700285014250712,0.5,0.5021610451569662,1522.5
2022,Hyundai,Kona SEL AWD Automatic,19998,43000,2,0.4685874912157415,0.5700285014250712,0.5,0.5021610451569662,1522.5
2020,Nissan,Rogue S FWD,20998,17000,4,0.4217381119700163,0.8300415020751037,0.0,0.5020553178045409,1524.0
2023,Jeep,Renegade Latitude,24950,5000,1,0.23658936519091123,0.9500475023751187,0.75,0.5019678698270824,1525.0
2023,Nissan,Altima 2.5 SV FWD,23990,14000,1,0.2815647692668073,0.8600430021501075,0.75,0.5019517622051166,1526.0
2021,Ford,Escape SE AWD,21998,16000,3,0.3748887327242916,0.840042002100105,0.25,0.5019458402646064,1528.5
