Year,Make,Model,Price,Miles,Rating,Source
2020,Toyota,RAV4,25990.0,30973,LE Sport Utility 4D,Source.CARVANA
2022,Ford,Maverick,28990.0,19696,XL SuperCrew Pickup 4D 4 1/2 ft,Source.CARVANA
2022,Volkswagen,Jetta,21590.0,24911,1.5T Sport Sedan 4D,Source.CARVANA
2019,Toyota,Tacoma Double Cab,34590.0,76471,TRD Off-Road Pickup 4D 5 ft,Source.CARVANA
2018,Mitsubishi,Outlander Sport,18990.0,28893,SE Sport Utility 4D,Source.CARVANA
2019,Ford,Ranger SuperCab,30990.0,15180,XLT Pickup 2D 6 ft,Source.CARVANA
2017,Chevrolet,Colorado Crew Cab,23990.0,53769,Work Truck Pickup 4D 5 ft,Source.CARVANA
2013,Volkswagen,Passat,14590.0,73054,2.5L SEL Premium Sedan 4D,Source.CARVANA
2019,Volkswagen,Jetta,19990.0,41129,1.4T R-Line Sedan 4D,Source.CARVANA
2018,Kia,Sportage,16990.0,89395,EX Sport Utility 4D,Source.CARVANA
2013,BMW,6 Series,22590.0,53135,650i Coupe 2D,Source.CARVANA
2022,Toyota,Venza,29990.0,30636,LE Sport Utility 4D,Source.CARVANA
2019,Ram,1500 Quad Cab,31590.0,49267,Laramie Pickup 4D 6 1/3 ft,Source.CARVANA
2021,Audi,Q3,28990.0,40468,45 TFSI S line Premium Plus Sport Utility 4D,Source.CARVANA
2020,Volvo,XC40,32590.0,13618,T5 Momentum Sport Utility 4D,Source.CARVANA
2022,Honda,Civic,29990.0,32750,Si Sedan 4D,Source.CARVANA
2015,Ford,Mustang,18990.0,81207,EcoBoost Premium Convertible 2D,Source.CARVANA
2013,Toyota,Avalon,17590.0,81370,XLE Sedan 4D,Source.CARVANA
2021,Ford,Escape,20990.0,72606,SE Hybrid Sport Utility 4D,Source.CARVANA
2016,Honda,CR-V,22990.0,47703,EX-L Sport Utility 4D,Source.CARVANA
2015,Mercedes-Benz,SL-Class,53590.0,33090,SL 63 AMG Roadster 2D,Source.CARVANA
2023,Jeep,Grand Cherokee L,37590.0,18779,Laredo Sport Utility 4D,Source.CARVANA
2024,Porsche,718 Cayman,94990.0,2749,S Coupe 2D,Source.CARVANA
2015,Cadillac,SRX,20590.0,46548,Performance Collection Sport Utility 4D,Source.CARVANA
2021,Chevrolet,Colorado Crew Cab,30590.0,17155,LT Pickup 4D 5 ft,Source.CARVANA
2017,Nissan,Murano,20590.0,67985,SL Sport Utility 4D,Source.CARVANA
2020,INFINITI,QX50,26990.0,45062,ESSENTIAL Sport Utility 4D,Source.CARVANA
2020,Hyundai,Sonata,19990.0,83494,SEL Plus Sedan 4D,Source.CARVANA
2018,Chevrolet,Colorado Crew Cab,32590.0,52334,ZR2 Pickup 4D 5 ft,Source.CARVANA
2022,Volkswagen,Atlas Cross Sport,35990.0,32520,SEL R-Line 4MOTION Sport Utility 4D,Source.CARVANA
2023,Mitsubishi,Eclipse Cross,24990.0,24869,LE Sport Utility 4D,Source.CARVANA
2020,Audi,A3,21590.0,62321,Premium Sedan 4D,Source.CARVANA
2018,Tesla,Model 3,27590.0,21000,Long Range Sedan 4D,Source.CARVANA
2018,Chevrolet,Malibu,21590.0,5229,LS Sedan 4D,Source.CARVANA
2018,Toyota,Avalon,22990.0,79681,Touring Sedan 4D,Source.CARVANA
2020,Subaru,Impreza,20590.0,63153,Premium Wagon 4D,Source.CARVANA
2015,Mercedes-Benz,E-Class,23990.0,50924,E 400 4MATIC Coupe 2D,Source.CARVANA
2017,Ford,Escape,16990.0,86939,Titanium Sport Utility 4D,Source.CARVANA
2016,Kia,Soul,15990.0,38889,Wagon 4D,Source.CARVANA
2018,Hyundai,Sonata,20990.0,23680,Limited Sedan 4D,Source.CARVANA
2023,Hyundai,Kona Electric,25990.0,8152,SE Sport Utility 4D,Source.CARVANA
2016,Volkswagen,e-Golf,14990.0,39563,SE Hatchback Sedan 4D,Source.CARVANA
2023,Ford,Maverick,29990.0,29965,XLT Pickup 4D 4 1/2 ft,Source.CARVANA
2020,Lexus,GS,40590.0,15982,GS 350 F SPORT Sedan 4D,Source.CARVANA
2012,Chevrolet,Camaro,43990.0,36344,ZL1 Coupe 2D,Source.CARVANA
2021,BMW,X7,55990.0,24068,xDrive40i Sport Utility 4D,Source.CARVANA
2009,Ford,Fusion,10990.0,75028,SE Sedan 4D,Source.CARVANA
2019,Subaru,WRX,24990.0,39026,Sedan 4D,Source.CARVANA
2021,Subaru,Crosstrek,22990.0,62579,Sport SUV 4D,Source.CARVANA
2016,Hyundai,Santa Fe,18990.0,63982,SE Sport Utility 4D,Source.CARVANA
2021,Toyota,Tundra CrewMax,39990.0,39385,SR5 Pickup 4D 5 1/2 ft,Source.CARVANA
2017,Ford,Mustang,32990.0,33474,GT Premium Convertible 2D,Source.CARVANA
2019,Chevrolet,Impala,21990.0,76370,Premier Sedan 4D,Source.CARVANA
2014,BMW,3 Series,20990.0,74025,335i xDrive Sedan 4D,Source.CARVANA
2021,Chevrolet,Blazer,23590.0,34475,2LT Sport Utility 4D,Source.CARVANA
2021,Chevrolet,Trailblazer,18990.0,94758,LS Sport Utility 4D,Source.CARVANA
2020,Mercedes-Benz,SL,58590.0,26035,SL 450 Roadster 2D,Source.CARVANA
2023,Nissan,Frontier Crew Cab,33590.0,6274,SV Pickup 4D 5 ft,Source.CARVANA
2018,Ford,F150 Super Cab,49590.0,41788,Raptor Pickup 4D 5 1/2 ft,Source.CARVANA
2013,Hyundai,Santa Fe Sport,13990.0,111144,2.0T Sport Utility 4D,Source.CARVANA
2018,Ford,Escape,17990.0,55476,SE Sport Utility 4D,Source.CARVANA
2017,Ford,Escape,14990.0,110292,Titanium Sport Utility 4D,Source.CARVANA
2017,Ford,Escape,14990.0,93235,SE Sport Utility 4D,Source.CARVANA
2019,Volkswagen,Jetta,18590.0,28577,1.4T S Sedan 4D,Source.CARVANA
2016,Toyota,Prius,20590.0,73634,Four Hatchback 4D,Source.CARVANA
2020,Nissan,Versa,16590.0,40306,S Sedan 4D,Source.CARVANA
2017,Ford,Escape,14990.0,78552,S Sport Utility 4D,Source.CARVANA
2016,Chevrolet,Camaro,34990.0,39202,SS Coupe 2D,Source.CARVANA
2020,Toyota,Tacoma Double Cab,31990.0,41144,SR5 Pickup 4D 5 ft,Source.CARVANA
2021,Hyundai,Tucson,24990.0,16779,Sport SUV 4D,Source.CARVANA
2022,Ram,2500 Crew Cab,49990.0,83649,Limited Pickup 4D 6 1/3 ft,Source.CARVANA
2021,Subaru,Impreza,22590.0,51582,Premium Wagon 4D,Source.CARVANA
2023,Mercedes-Benz,C-Class,41590.0,10071,C 300 Sedan 4D,Source.CARVANA
2019,Chrysler,Pacifica,23990.0,67845,Touring L Minivan 4D,Source.CARVANA
2018,Acura,MDX,28590.0,45565,SH-AWD w/Technology Pkg Sport Utility 4D,Source.CARVANA
2011,Porsche,Panamera,28990.0,39911,Sedan 4D,Source.CARVANA
2019,Audi,S5,32990.0,65079,Prestige Sedan 4D,Source.CARVANA
2017,Toyota,Prius,22990.0,44609,Two Hatchback 4D,Source.CARVANA
2019,Ford,F150 SuperCrew Cab,35990.0,34507,XLT Pickup 4D 5 1/2 ft,Source.CARVANA
2016,Volvo,XC90,24990.0,69932,T6 Inscription Sport Utility 4D,Source.CARVANA
2017,Ford,Fusion,17990.0,75832,Sport Sedan 4D,Source.CARVANA
2021,Ford,Ranger SuperCrew,28990.0,25689,XLT Pickup 4D 5 ft,Source.CARVANA
2018,Ford,F150 SuperCrew Cab,32590.0,43339,XLT Pickup 4D 5 1/2 ft,Source.CARVANA
2019,Chevrolet,Blazer,19590.0,80302,1LT Sport Utility 4D,Source.CARVANA
2023,Lexus,RZ,41990.0,2662,450e Premium Sport Utility 4D,Source.CARVANA
2018,Ford,Mustang,61990.0,8916,Shelby GT350 Coupe 2D,Source.CARVANA
2019,MINI,Clubman,23990.0,45282,Cooper S ALL4 Hatchback 4D,Source.CARVANA
2021,Toyota,Tundra CrewMax,41590.0,35635,SR5 Pickup 4D 5 1/2 ft,Source.CARVANA
2014,Chevrolet,Camaro,25990.0,62811,SS Coupe 2D,Source.CARVANA
2018,Porsche,Panamera,51990.0,37876,Sedan 4D,Source.CARVANA
2016,MAZDA,MX-5 Miata,23590.0,12673,Club Convertible 2D,Source.CARVANA
2022,Volvo,XC40 Recharge,34990.0,33160,Ultimate Sport Utility 4D,Source.CARVANA
2018,Dodge,Durango,44990.0,58069,SRT Sport Utility 4D,Source.CARVANA
2017,Chevrolet,Silverado 1500 Double Cab,28590.0,67996,LT Pickup 4D 6 1/2 ft,Source.CARVANA
2020,Toyota,Tacoma Double Cab,34590.0,55287,TRD Sport Pickup 4D 5 ft,Source.CARVANA
2020,Chevrolet,Silverado 1500 Crew Cab,38590.0,22397,Custom Pickup 4D 5 3/4 ft,Source.CARVANA
2016,Nissan,Sentra,16990.0,8942,S Sedan 4D,Source.CARVANA
2021,Ram,1500 Classic Quad Cab,32590.0,29736,Warlock Pickup 4D 6 1/3 ft,Source.CARVANA
2012,Scion,xB,14990.0,54754,Hatchback 4D,Source.CARVANA
2021,Volkswagen,Tiguan,23990.0,21240,SE 4MOTION Sport Utility 4D,Source.CARVANA
2021,Jeep,Grand Cherokee,29990.0,19130,Laredo X Sport Utility 4D,Source.CARVANA
2011,Ford,Focus,10990.0,38225,SE Sedan 4D,Source.CARVANA
2015,Lexus,CT,19990.0,69837,CT 200h Hatchback 4D,Source.CARVANA
2021,Subaru,Legacy,24990.0,20920,Limited Sedan 4D,Source.CARVANA
2013,Ford,Escape,13990.0,78166,SE Sport Utility 4D,Source.CARVANA
2016,Kia,Soul,14990.0,55823,Wagon 4D,Source.CARVANA
2016,Ford,Mustang,18990.0,80525,EcoBoost Coupe 2D,Source.CARVANA
2017,Chevrolet,Corvette,57590.0,14820,Grand Sport Coupe 2D,Source.CARVANA
2020,Jeep,Wrangler Unlimited,31990.0,24060,Sport S Sport Utility 4D,Source.CARVANA
2018,BMW,3 Series,18590.0,72855,320i xDrive Sedan 4D,Source.CARVANA
2022,Kia,Niro EV,23590.0,23753,EX Wagon 4D,Source.CARVANA
2015,Mercedes-Benz,E-Class,26990.0,38281,E 400 Cabriolet 2D,Source.CARVANA
2023,Kia,Sorento,37590.0,26231,SX Sport Utility 4D,Source.CARVANA
2022,Tesla,Model Y,36990.0,20107,Long Range Sport Utility 4D,Source.CARVANA
2021,Tesla,Model Y,30990.0,36586,Standard Range Sport Utility 4D,Source.CARVANA
2023,Land Rover,Defender 110,58990.0,19044,S Sport Utility 4D,Source.CARVANA
2023,Chevrolet,Trailblazer,24990.0,26958,LT Sport Utility 4D,Source.CARVANA
2023,Audi,e-tron Sportback,50590.0,3951,Premium Plus Sport Utility 4D,Source.CARVANA
2020,Lincoln,MKZ,28990.0,20030,Reserve Sedan 4D,Source.CARVANA
2021,Hyundai,Santa Fe,27990.0,32226,Limited Sport Utility 4D,Source.CARVANA
2015,Jeep,Grand Cherokee,18590.0,100503,Overland Sport Utility 4D,Source.CARVANA
2023,Nissan,Altima,24590.0,24239,2.5 SV Sedan 4D,Source.CARVANA
2021,Toyota,Corolla,24590.0,63582,SE APEX Sedan 4D,Source.CARVANA
2022,Mitsubishi,Outlander Sport,21990.0,30290,LE Sport Utility 4D,Source.CARVANA
2019,Chevrolet,Colorado Crew Cab,26590.0,34449,Work Truck Pickup 4D 5 ft,Source.CARVANA
2013,Acura,TSX,15990.0,76028,Sedan 4D,Source.CARVANA
2020,Genesis,G80,32990.0,48136,3.3T Sport Sedan 4D,Source.CARVANA
2013,Honda,Accord,18990.0,21421,LX Sedan 4D,Source.CARVANA
2020,Tesla,Model 3,26590.0,47563,Standard Range Plus Sedan 4D,Source.CARVANA
2016,Honda,CR-V,18990.0,94058,EX-L Sport Utility 4D,Source.CARVANA
2022,Ford,Mustang,42590.0,5106,GT Premium Coupe 2D,Source.CARVANA
2017,Honda,CR-V,23590.0,62427,EX-L w/Navigation Sport Utility 4D,Source.CARVANA
2021,Tesla,Model Y,33990.0,15842,Standard Range Sport Utility 4D,Source.CARVANA
2017,Ford,Escape,14990.0,94368,SE Sport Utility 4D,Source.CARVANA
2019,INFINITI,QX30,23990.0,30211,Luxe Sport Utility 4D,Source.CARVANA
2023,Toyota,Highlander,36990.0,30966,XLE Sport Utility 4D,Source.CARVANA
2016,Chevrolet,Colorado Crew Cab,21590.0,104433,Z71 Pickup 4D 5 ft,Source.CARVANA
2019,Volkswagen,Tiguan,20990.0,36341,2.0T S 4MOTION Sport Utility 4D,Source.CARVANA
2020,BMW,3 Series,45590.0,19244,M340i Sedan 4D,Source.CARVANA
2016,Jeep,Grand Cherokee,19590.0,85651,Limited Sport Utility 4D,Source.CARVANA
2019,Ford,F150 SuperCrew Cab,33990.0,43965,XLT Pickup 4D 5 1/2 ft,Source.CARVANA
2019,Volkswagen,Atlas,24990.0,60692,SE 4Motion w/Tech Pkg Sport Utility 4D,Source.CARVANA
2014,Dodge,Challenger,32990.0,22873,SRT8 Coupe 2D,Source.CARVANA
2023,Toyota,Camry,28590.0,27028,SE Sedan 4D,Source.CARVANA
2020,Jeep,Wrangler Unlimited,33590.0,44434,Willys Sport Utility 4D,Source.CARVANA
2019,INFINITI,QX50,27590.0,16437,Luxe Sport Utility 4D,Source.CARVANA
2015,Hyundai,Genesis,21990.0,21530,3.8 Sedan 4D,Source.CARVANA
2023,MINI,Hardtop 2 Door,25990.0,7254,Cooper SE Hatchback 2D,Source.CARVANA
2017,Jeep,Compass,17590.0,44826,High Altitude Edition Sport Utility 4D,Source.CARVANA
2018,Nissan,Altima,19590.0,33278,2.5 SR Sedan 4D,Source.CARVANA
2020,Chevrolet,Spark,15590.0,18751,LS Hatchback 4D,Source.CARVANA
2018,Jeep,Renegade,19990.0,15499,Latitude Sport Utility 4D,Source.CARVANA
2021,Toyota,Highlander,34990.0,35355,XLE Sport Utility 4D,Source.CARVANA
2021,Jeep,Grand Cherokee,28990.0,47708,Laredo X Sport Utility 4D,Source.CARVANA
2015,Lincoln,MKZ,17990.0,58426,Hybrid Sedan 4D,Source.CARVANA
2016,Ford,Explorer,22990.0,61750,Limited Sport Utility 4D,Source.CARVANA
2017,Ford,Focus,16590.0,31117,SEL Hatchback 4D,Source.CARVANA
2018,Land Rover,Range Rover Velar,32590.0,44086,S Sport Utility 4D,Source.CARVANA
2017,Chevrolet,Traverse,19590.0,72727,LT Sport Utility 4D,Source.CARVANA
2022,Jeep,Gladiator,41990.0,29732,Rubicon Pickup 4D 5 ft,Source.CARVANA
2018,Toyota,RAV4 Hybrid,27990.0,17055,XLE Sport Utility 4D,Source.CARVANA
2019,Jeep,Grand Cherokee,24590.0,30404,Laredo E Sport Utility 4D,Source.CARVANA
2020,Nissan,Frontier Crew Cab,27990.0,21130,SV Pickup 4D 5 ft,Source.CARVANA
2023,Land Rover,Discovery,54990.0,17556,P300 S R Dynamic Sport Utility 4D,Source.CARVANA
2021,Toyota,Camry,30590.0,35267,XSE Sedan 4D,Source.CARVANA
2022,Nissan,Rogue,25590.0,31648,SV Sport Utility 4D,Source.CARVANA
2022,Toyota,Tacoma Double Cab,37590.0,26640,TRD Off-Road Pickup 4D 5 ft,Source.CARVANA
2019,Tesla,Model 3,25990.0,32704,Standard Range Plus Sedan 4D,Source.CARVANA
2021,BMW,7 Series,51990.0,15674,740i xDrive Sedan 4D,Source.CARVANA
2020,Chrysler,Pacifica Hybrid,33990.0,38963,Limited Van 4D,Source.CARVANA
2017,MINI,Countryman,19590.0,58730,Cooper Hatchback 4D,Source.CARVANA
2015,Mercedes-Benz,S-Class,32990.0,55516,S 550 Sedan 4D,Source.CARVANA
2019,Ford,F150 SuperCrew Cab,32590.0,62352,XLT Pickup 4D 5 1/2 ft,Source.CARVANA
2022,Honda,Passport,35990.0,21267,Elite Sport Utility 4D,Source.CARVANA
2020,Kia,Soul,17590.0,37341,LX Wagon 4D,Source.CARVANA
2011,MAZDA,CX-7,13990.0,64936,s Grand Touring Sport Utility 4D,Source.CARVANA
2018,Ford,Escape,15990.0,94886,SEL Sport Utility 4D,Source.CARVANA
2020,Jeep,Grand Cherokee,25990.0,35673,Laredo E Sport Utility 4D,Source.CARVANA
2013,INFINITI,G,15590.0,77951,G37 Journey Sedan 4D,Source.CARVANA
2023,Nissan,Altima,24590.0,21631,2.5 SV Sedan 4D,Source.CARVANA
2023,Tesla,Model 3,33990.0,8871,Standard Sedan 4D,Source.CARVANA
2017,Honda,Accord,19590.0,66599,Sport Sedan 4D,Source.CARVANA
2017,Jeep,Grand Cherokee,23590.0,79547,Overland Sport Utility 4D,Source.CARVANA
2019,Chevrolet,Corvette,64990.0,3226,Grand Sport Coupe 2D,Source.CARVANA
2017,Kia,Optima,15990.0,74068,LX Turbo Sedan 4D,Source.CARVANA
2018,Audi,Q3,20590.0,75625,Premium Plus Sport Utility 4D,Source.CARVANA
2015,Cadillac,ATS,19990.0,19855,2.5L Standard Sedan 4D,Source.CARVANA
2014,Subaru,XV Crosstrek,19990.0,49305,Limited Sport Utility 4D,Source.CARVANA
2020,Hyundai,Elantra,17590.0,70209,SEL Sedan 4D,Source.CARVANA
2017,Jeep,Compass,22990.0,27617,All New Trailhawk Sport Utility 4D,Source.CARVANA
2023,Jeep,Wrangler,45590.0,3741,Rubicon Sport Utility 2D,Source.CARVANA
2019,Ford,F150 SuperCrew Cab,33590.0,66330,Lariat Pickup 4D 5 1/2 ft,Source.CARVANA
2013,Honda,CR-V,16590.0,109390,EX-L Sport Utility 4D,Source.CARVANA
2023,Subaru,Outback,31990.0,20421,Limited Wagon 4D,Source.CARVANA
2016,Honda,HR-V,17990.0,95161,EX-L Sport Utility 4D,Source.CARVANA
2019,MAZDA,CX-9,24990.0,36555,Touring Sport Utility 4D,Source.CARVANA
2016,Ford,Mustang,27590.0,51878,GT Coupe 2D,Source.CARVANA
2020,Acura,MDX,29590.0,74368,SH-AWD w/Technology & A-Spec Pkgs Sport Utility 4D,Source.CARVANA
2022,Chevrolet,Silverado 1500 Limited Crew Cab,36990.0,30583,LT Pickup 4D 5 3/4 ft,Source.CARVANA
2018,Volkswagen,Passat,16990.0,81516,2.0T SE Sedan 4D,Source.CARVANA
2019,Tesla,Model 3,26590.0,29375,Standard Range Plus Sedan 4D,Source.CARVANA
2016,Audi,A3,21590.0,26786,2.0T Premium Sedan 4D,Source.CARVANA
2019,Toyota,Tundra CrewMax,34590.0,70081,SR5 Pickup 4D 5 1/2 ft,Source.CARVANA
2020,Honda,Accord,26590.0,29335,Sport Sedan 4D,Source.CARVANA
2021,Cadillac,XT6,32990.0,28809,Luxury Sport Utility 4D,Source.CARVANA
2018,Lincoln,MKC,19990.0,48238,Premiere Sport Utility 4D,Source.CARVANA
2021,Honda,Ridgeline,32590.0,24173,Sport Pickup 4D 5 ft,Source.CARVANA
2023,Toyota,Corolla Hybrid,26990.0,29296,SE Sedan 4D,Source.CARVANA
2021,Hyundai,Sonata,27990.0,37679,N-Line Sedan 4D,Source.CARVANA
2013,INFINITI,G,15590.0,84817,G37 Journey Sedan 4D,Source.CARVANA
2023,Chevrolet,Trailblazer,27990.0,32133,RS Sport Utility 4D,Source.CARVANA
2021,Jeep,Grand Cherokee,29590.0,31814,Laredo X Sport Utility 4D,Source.CARVANA
2021,Jeep,Grand Cherokee,28590.0,62650,Overland Sport Utility 4D,Source.CARVANA
2022,Lincoln,Corsair,32590.0,33175,Reserve Sport Utility 4D,Source.CARVANA
2019,Jeep,Wrangler Unlimited,40990.0,16634,Rubicon Sport Utility 4D,Source.CARVANA
2019,Dodge,Challenger,21590.0,89303,SXT Coupe 2D,Source.CARVANA
2018,Alfa Romeo,Giulia,23990.0,58569,Ti Lusso Sedan 4D,Source.CARVANA
2021,Ford,Ranger SuperCrew,33590.0,43542,XLT Pickup 4D 5 ft,Source.CARVANA
2018,Dodge,Durango,23590.0,95897,GT Sport Utility 4D,Source.CARVANA
2016,Jeep,Cherokee,18990.0,82794,TrailHawk Sport Utility 4D,Source.CARVANA
2017,Mitsubishi,Mirage,13990.0,46017,SE Hatchback 4D,Source.CARVANA
2016,Honda,Fit,19990.0,6673,EX Hatchback 4D,Source.CARVANA
2015,MINI,Countryman,13990.0,99054,Cooper S ALL4 Hatchback 4D,Source.CARVANA
2022,Toyota,Tacoma Double Cab,38990.0,31087,TRD Sport Pickup 4D 5 ft,Source.CARVANA
2022,Jeep,Grand Cherokee L,40590.0,36940,Overland Sport Utility 4D,Source.CARVANA
2023,Audi,A3,35590.0,1337,Premium Plus Sedan 4D,Source.CARVANA
2021,MAZDA,MAZDA6,26590.0,35917,Grand Touring Reserve Sedan 4D,Source.CARVANA
2017,Kia,Sorento,16990.0,107386,EX Sport Utility 4D,Source.CARVANA
2020,Nissan,Altima,21590.0,51437,2.5 SR Sedan 4D,Source.CARVANA
2020,Volkswagen,Jetta,19590.0,63402,1.4T SEL Sedan 4D,Source.CARVANA
2015,Honda,CR-V,17990.0,83339,LX Sport Utility 4D,Source.CARVANA
2021,Chevrolet,Camaro,40990.0,6523,SS Coupe 2D,Source.CARVANA
2019,Honda,Fit,20590.0,43022,EX Hatchback 4D,Source.CARVANA
2018,Hyundai,Elantra GT,18590.0,41642,Hatchback 4D,Source.CARVANA
2021,INFINITI,QX50,26990.0,45973,LUXE Sport Utility 4D,Source.CARVANA
2018,Mercedes-Benz,CLA,19990.0,78317,CLA 250 Coupe 4D,Source.CARVANA
2019,Chevrolet,Equinox,21590.0,25298,LS Sport Utility 4D,Source.CARVANA
2021,Toyota,Corolla,19990.0,47633,LE Sedan 4D,Source.CARVANA
2015,Honda,Accord,19590.0,57355,EX-L Sedan 4D,Source.CARVANA
2022,Buick,Encore GX,22590.0,32695,Select Sport Utility 4D,Source.CARVANA
2021,Toyota,Camry,24990.0,7438,LE Sedan 4D,Source.CARVANA
2017,Jeep,Grand Cherokee,22990.0,62015,Limited Sport Utility 4D,Source.CARVANA
2019,Toyota,Camry,22590.0,43470,LE Sedan 4D,Source.CARVANA
2016,INFINITI,QX60,22990.0,43064,3.5 Sport Utility 4D,Source.CARVANA
2023,Hyundai,Elantra Hybrid,24990.0,17531,Blue HEV Sedan 4D,Source.CARVANA
2022,Ford,F150 SuperCrew Cab,58990.0,21262,Limited Pickup 4D 5 1/2 ft,Source.CARVANA
2020,Subaru,Impreza,20990.0,47997,Premium Wagon 4D,Source.CARVANA
2019,Toyota,Tacoma Double Cab,33990.0,53688,SR5 Pickup 4D 5 ft,Source.CARVANA
2019,Subaru,Impreza,16990.0,89845,2.0i Sedan 4D,Source.CARVANA
2020,Jeep,Compass,21990.0,10164,Latitude Sport Utility 4D,Source.CARVANA
2018,Mercedes-Benz,CLA,26990.0,14792,CLA 250 4MATIC Coupe 4D,Source.CARVANA
2015,Lexus,RC,26590.0,70089,RC 350 Coupe 2D,Source.CARVANA
2022,Jeep,Grand Cherokee,32990.0,24108,All New Laredo Sport Utility 4D,Source.CARVANA
2016,GMC,Terrain,17990.0,52999,SLE-1 Sport Utility 4D,Source.CARVANA
2015,Toyota,Camry,22590.0,2493,LE Sedan 4D,Source.CARVANA
2017,Ford,F150 SuperCrew Cab,30990.0,41401,XLT Pickup 4D 5 1/2 ft,Source.CARVANA
2019,Toyota,Camry,22990.0,98223,XSE Sedan 4D,Source.CARVANA
2016,Hyundai,Elantra,14590.0,78500,Value Edition Sedan 4D,Source.CARVANA
2012,Nissan,Pathfinder,14590.0,81205,SV Sport Utility 4D,Source.CARVANA
2021,Jeep,Grand Cherokee,28990.0,38932,Limited Sport Utility 4D,Source.CARVANA
2020,Chevrolet,Silverado 2500 HD Crew Cab,41990.0,49187,Custom Pickup 4D 6 1/2 ft,Source.CARVANA
2021,MAZDA,CX-9,27990.0,53400,Grand Touring Sport Utility 4D,Source.CARVANA
2023,Subaru,Impreza,26990.0,26852,Limited Wagon 4D,Source.CARVANA
2014,BMW,X5,23990.0,55341,xDrive35d Sport Utility 4D,Source.CARVANA
2017,Ford,Focus,15590.0,50267,SEL Hatchback 4D,Source.CARVANA
2020,Hyundai,Veloster,24990.0,40543,N Coupe 3D,Source.CARVANA
2020,Chrysler,Pacifica,27590.0,71751,Touring L Plus Minivan 4D,Source.CARVANA
2015,Subaru,XV Crosstrek,19990.0,51254,Limited Sport Utility 4D,Source.CARVANA
2015,Chevrolet,Camaro,62990.0,17429,Z/28 Coupe 2D,Source.CARVANA
2013,INFINITI,G,19990.0,70108,G37 Journey Sedan 4D,Source.CARVANA
2023,Mercedes-Benz,Mercedes-EQ EQB,39990.0,5995,EQB 250+ Sport Utility 4D,Source.CARVANA
2018,Mercedes-Benz,GLC,24590.0,56391,GLC 300 4MATIC Sport Utility 4D,Source.CARVANA
2022,Nissan,Frontier Crew Cab,34590.0,32334,PRO-4X Pickup 4D 5 ft,Source.CARVANA
2018,Lincoln,MKC,21990.0,41780,Select Sport Utility 4D,Source.CARVANA
2021,Jeep,Grand Cherokee,29990.0,27659,Laredo X Sport Utility 4D,Source.CARVANA
2017,Ford,Escape,13990.0,89125,S Sport Utility 4D,Source.CARVANA
2019,Ram,1500 Crew Cab,37990.0,63896,Rebel Pickup 4D 5 1/2 ft,Source.CARVANA
2018,Toyota,Camry,22590.0,56130,XLE Sedan 4D,Source.CARVANA
2022,Kia,K5,23590.0,43574,LX Sedan 4D,Source.CARVANA
2014,Toyota,Tacoma Double Cab,31990.0,31395,Pickup 4D 5 ft,Source.CARVANA
2014,BMW,3 Series,16590.0,62063,328i Sedan 4D,Source.CARVANA
2017,Nissan,Maxima,20590.0,55339,SL Sedan 4D,Source.CARVANA
2020,Ford,Fusion,17990.0,64491,S Sedan 4D,Source.CARVANA
2020,Toyota,Corolla Hatchback,23990.0,4711,SE Hatchback 4D,Source.CARVANA
2021,Volvo,XC40,32990.0,19771,T5 Momentum Sport Utility 4D,Source.CARVANA
2022,Nissan,Altima,23990.0,28102,2.5 SV Sedan 4D,Source.CARVANA
2019,Volkswagen,Tiguan,24990.0,18563,2.0T SEL 4MOTION Sport Utility 4D,Source.CARVANA
2020,Jeep,Gladiator,30990.0,44601,Sport S Pickup 4D 5 ft,Source.CARVANA
2015,Chevrolet,Trax,11990.0,105012,LS Sport Utility 4D,Source.CARVANA
2017,Jeep,Cherokee,22990.0,20684,High Altitude Sport Utility 4D,Source.CARVANA
2017,Nissan,Rogue,16590.0,92445,SV Hybrid Sport Utility 4D,Source.CARVANA
2020,Toyota,Corolla,18590.0,60306,LE Sedan 4D,Source.CARVANA
2012,BMW,7 Series,17990.0,63102,750Li xDrive Sedan 4D,Source.CARVANA
2019,Hyundai,Elantra GT,19990.0,20272,Hatchback 4D,Source.CARVANA
2017,Mercedes-Benz,GLA,19990.0,70953,GLA 250 Sport Utility 4D,Source.CARVANA
2021,GMC,Acadia,27590.0,72489,SLT Sport Utility 4D,Source.CARVANA
2021,Jeep,Cherokee,26590.0,48870,TrailHawk Sport Utility 4D,Source.CARVANA
2019,Subaru,WRX,68990.0,5403,STI S209 Sedan 4D,Source.CARVANA
2021,Jeep,Cherokee,24990.0,29871,Latitude Lux Sport Utility 4D,Source.CARVANA
2020,Ford,Fusion,18990.0,31379,SE Sedan 4D,Source.CARVANA
2020,Ford,Mustang,39590.0,16852,GT Premium Coupe 2D,Source.CARVANA
2019,Cadillac,CT6,30590.0,75444,2.0 Premium Luxury Sedan 4D,Source.CARVANA
2020,INFINITI,QX60,25990.0,47351,PURE Sport Utility 4D,Source.CARVANA
2022,Tesla,Model 3,34590.0,11292,Long Range Sedan 4D,Source.CARVANA
2018,Subaru,Outback,21990.0,79249,2.5i Limited Wagon 4D,Source.CARVANA
2020,Subaru,Impreza,19990.0,43423,Sedan 4D,Source.CARVANA
