Year,Make,Model,Price,Miles,Rating,Source
2022,Hyundai,Kona SEL FWD Automatic,21998,25000,Fair Price,Source.CAR_AND_DRIVER
2023,Ford,Escape Active AWD,23998,18000,Excellent Price,Source.CAR_AND_DRIVER
2021,Honda,HR-V Sport AWD,22998,30000,Great Price,Source.CAR_AND_DRIVER
2021,Toyota,Corolla LE CVT,19998,36000,Great Price,Source.CAR_AND_DRIVER
2021,Audi,A5 S line Premium Coupe,23000,40000,Excellent Price,Source.CAR_AND_DRIVER
2021,Hyundai,Tucson Ultimate AWD,23998,32000,Great Price,Source.CAR_AND_DRIVER
2023,Ford,Maverick XL SuperCrew FWD,29998,7000,Great Price,Source.CAR_AND_DRIVER
2021,Ram,1500  ,29998,53000,N/A,Source.CAR_AND_DRIVER
2022,Hyundai,Venue Limited IVT,19702,39000,Fair Price,Source.CAR_AND_DRIVER
2021,Volkswagen,Tiguan 2.0T SE FWD,20998,59000,Fair Price,Source.CAR_AND_DRIVER
2020,Honda,Passport Elite AWD,29300,46000,Great Price,Source.CAR_AND_DRIVER
2022,Nissan,Sentra SV CVT,20998,32000,High Price,Source.CAR_AND_DRIVER
2021,Ford,EcoSport SE FWD,15998,51000,Excellent Price,Source.CAR_AND_DRIVER
2021,Kia,Sorento S AWD,28998,26000,Fair Price,Source.CAR_AND_DRIVER
2022,Nissan,Frontier SV Crew Cab Short Bed 4WD,29700,16000,Great Price,Source.CAR_AND_DRIVER
2022,Kia,Soul LX IVT,19995,30000,Fair Price,Source.CAR_AND_DRIVER
2021,Honda,Odyssey EX-L,29985,63000,Fair Price,Source.CAR_AND_DRIVER
2021,Mitsubishi,Outlander Sport ES 2.0 AWC CVT,20998,20000,High Price,Source.CAR_AND_DRIVER
2023,Nissan,Altima 2.5 SV FWD,24998,6000,Fair Price,Source.CAR_AND_DRIVER
2021,Buick,Encore GX Select FWD,19650,51000,Fair Price,Source.CAR_AND_DRIVER
2020,Toyota,Corolla LE CVT,13975,93000,Excellent Price,Source.CAR_AND_DRIVER
2020,Volkswagen,Tiguan 2.0T SE 4MOTION,21770,48000,Fair Price,Source.CAR_AND_DRIVER
2022,Chevrolet,Malibu 4dr Sedan LS w/1FL,18155,64000,Fair Price,Source.CAR_AND_DRIVER
2020,Jeep,Wrangler Sport,26999,35000,Great Price,Source.CAR_AND_DRIVER
2022,Dodge,Challenger GT RWD,27998,41000,High Price,Source.CAR_AND_DRIVER
2023,Toyota,Corolla LE CVT FWD,24898,13000,High Price,Source.CAR_AND_DRIVER
2021,Kia,Forte LXS IVT,14904,67000,Excellent Price,Source.CAR_AND_DRIVER
2021,Mazda,CX-5 Grand Touring AWD,26998,14000,Great Price,Source.CAR_AND_DRIVER
2021,Nissan,Rogue S AWD,22998,38000,Fair Price,Source.CAR_AND_DRIVER
2022,Toyota,Corolla Hybrid LE CVT,23998,25000,Fair Price,Source.CAR_AND_DRIVER
2021,Hyundai,Sonata Limited,26998,23000,Fair Price,Source.CAR_AND_DRIVER
2022,Volkswagen,Tiguan SE R-Line Black FWD,27998,34000,Fair Price,Source.CAR_AND_DRIVER
2020,Cadillac,XT5 Luxury AWD,27998,33000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Compass Latitude 4WD,21998,36000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Compass Altitude FWD,19168,48000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Compass Altitude 4WD,23998,16000,Fair Price,Source.CAR_AND_DRIVER
2021,Honda,HR-V LX AWD,22895,23000,Great Price,Source.CAR_AND_DRIVER
2020,Honda,CR-V LX AWD,24998,31000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Compass Limited 4WD,23279,18000,Great Price,Source.CAR_AND_DRIVER
2020,Nissan,Pathfinder FWD SL,21979,63000,Great Price,Source.CAR_AND_DRIVER
2022,Nissan,Sentra SV CVT,18998,55000,Great Price,Source.CAR_AND_DRIVER
2022,Toyota,Tacoma SR Double Cab 5' Bed I4 2WD Automatic,27920,48000,Excellent Price,Source.CAR_AND_DRIVER
2021,Kia,Stinger GT-Line RWD,24500,64000,Fair Price,Source.CAR_AND_DRIVER
2021,Toyota,Corolla SE CVT,21998,21000,Excellent Price,Source.CAR_AND_DRIVER
2020,Buick,Envision Preferred FWD,20924,37000,Fair Price,Source.CAR_AND_DRIVER
2023,Nissan,Murano AWD SV,28998,18000,Fair Price,Source.CAR_AND_DRIVER
2022,Honda,Accord EX-L 1.5T CVT,27998,29000,Great Price,Source.CAR_AND_DRIVER
2024,Hyundai,Elantra SEL IVT,24813,4000,Fair Price,Source.CAR_AND_DRIVER
2020,Ford,Ranger XLT 4WD SuperCrew 5' Box,28487,81000,High Price,Source.CAR_AND_DRIVER
2020,Mazda,CX-5 Sport AWD,22998,28000,Great Price,Source.CAR_AND_DRIVER
2020,Ford,Fusion S FWD,19595,59000,High Price,Source.CAR_AND_DRIVER
2021,Mazda,Mazda3 Select 4-Door AWD,21998,39000,Fair Price,Source.CAR_AND_DRIVER
2022,Chevrolet,Trax LT FWD,20524,13000,Fair Price,Source.CAR_AND_DRIVER
2023,Honda,CR-V EX AWD,29200,25000,Fair Price,Source.CAR_AND_DRIVER
2020,Toyota,Tacoma SR5 Double Cab 5' Bed V6 2WD Automatic,29900,68000,Great Price,Source.CAR_AND_DRIVER
2022,Dodge,Charger SXT RWD,26998,17000,Great Price,Source.CAR_AND_DRIVER
2021,Toyota,Camry Hybrid LE CVT,24998,46000,Fair Price,Source.CAR_AND_DRIVER
2022,Kia,K5 GT-Line FWD,24998,59000,Great Price,Source.CAR_AND_DRIVER
2021,Hyundai,Santa Fe SEL FWD,25543,19000,Fair Price,Source.CAR_AND_DRIVER
2020,Dodge,Journey SE Value FWD,17998,56000,Great Price,Source.CAR_AND_DRIVER
2021,Chevrolet,Colorado Z71 Crew Cab Standard Box 4WD,29450,61000,Excellent Price,Source.CAR_AND_DRIVER
2021,INFINITI,QX50 LUXE AWD,28998,38000,Great Price,Source.CAR_AND_DRIVER
2023,Toyota,Camry SE Automatic FWD,27857,12000,Fair Price,Source.CAR_AND_DRIVER
2021,Kia,Sportage EX AWD,20177,68000,Fair Price,Source.CAR_AND_DRIVER
2023,Nissan,Altima 2.5 SL AWD,24160,22000,Excellent Price,Source.CAR_AND_DRIVER
2021,Kia,Soul LX IVT,18605,28000,High Price,Source.CAR_AND_DRIVER
2020,Chevrolet,Equinox LT with 1LT AWD,19998,42000,Great Price,Source.CAR_AND_DRIVER
2020,Honda,CR-V EX FWD,24233,64000,Fair Price,Source.CAR_AND_DRIVER
2021,Jeep,Cherokee Limited 4WD,26998,18000,Excellent Price,Source.CAR_AND_DRIVER
2020,Hyundai,Sonata Limited,22998,47000,Great Price,Source.CAR_AND_DRIVER
2020,Acura,RDX SH-AWD with Technology Package,29998,40000,Great Price,Source.CAR_AND_DRIVER
2023,Mazda,Mazda3 Select Hatchback Automatic FWD,23700,156,Fair Price,Source.CAR_AND_DRIVER
2021,Honda,Passport EX-L FWD,28073,38000,High Price,Source.CAR_AND_DRIVER
2020,INFINITI,QX60 PURE AWD,24950,62000,Fair Price,Source.CAR_AND_DRIVER
2022,Mitsubishi,Outlander SEL FWD,25417,39000,Great Price,Source.CAR_AND_DRIVER
2021,Honda,Accord Sport 1.5T CVT,29881,45000,High Price,Source.CAR_AND_DRIVER
2020,Hyundai,Santa Fe SEL 2.4L FWD (SULEV),23998,36000,High Price,Source.CAR_AND_DRIVER
2023,Hyundai,Elantra SEL IVT,18800,15000,Great Price,Source.CAR_AND_DRIVER
2022,Ford,Mustang EcoBoost Fastback,27998,20000,Great Price,Source.CAR_AND_DRIVER
2021,Kia,Seltos S 2.0 FWD,17488,91000,High Price,Source.CAR_AND_DRIVER
2021,Nissan,Rogue SL FWD,27932,27000,High Price,Source.CAR_AND_DRIVER
2023,Nissan,Kicks S,21999,8000,High Price,Source.CAR_AND_DRIVER
2023,Nissan,Murano AWD SV,29998,9000,Fair Price,Source.CAR_AND_DRIVER
2021,Nissan,Rogue SV AWD,23998,36000,Great Price,Source.CAR_AND_DRIVER
2020,Ram,"1500 Big Horn Quad Cab 6'4"" Box 4WD",29998,39000,Great Price,Source.CAR_AND_DRIVER
2020,Toyota,Corolla SE CVT,15999,90000,Excellent Price,Source.CAR_AND_DRIVER
2021,Honda,Accord Sport 1.5T CVT,22477,81000,Fair Price,Source.CAR_AND_DRIVER
2020,Nissan,Sentra SR CVT,19998,44000,Fair Price,Source.CAR_AND_DRIVER
2020,Hyundai,Sonata SEL,21998,15000,Great Price,Source.CAR_AND_DRIVER
2022,Toyota,Camry SE Automatic FWD,24991,37000,Fair Price,Source.CAR_AND_DRIVER
2021,Subaru,Ascent Limited 7-Passenger,29100,46000,Fair Price,Source.CAR_AND_DRIVER
2020,Honda,Accord Sport 1.5T CVT,22000,63000,Great Price,Source.CAR_AND_DRIVER
2023,Nissan,Rogue SV AWD,26998,14000,Great Price,Source.CAR_AND_DRIVER
2022,Chevrolet,Silverado 1500 WT Regular Cab Long Bed 4WD,27998,27000,Excellent Price,Source.CAR_AND_DRIVER
2021,Lexus,UX UX 200 FWD,28998,24000,Great Price,Source.CAR_AND_DRIVER
2021,Toyota,RAV4 XLE FWD,24200,68000,Fair Price,Source.CAR_AND_DRIVER
2023,Jeep,Cherokee Altitude 4WD,28999,22000,Fair Price,Source.CAR_AND_DRIVER
2020,Kia,Optima LX Automatic,13875,61000,Great Price,Source.CAR_AND_DRIVER
2023,Kia,Sorento S FWD,29998,23000,Fair Price,Source.CAR_AND_DRIVER
2020,BMW,2 Series 228i xDrive Gran Coupe,23044,66000,Fair Price,Source.CAR_AND_DRIVER
2021,Jeep,Compass Latitude 4WD,22998,18000,Great Price,Source.CAR_AND_DRIVER
2021,Mazda,CX-3 Sport FWD,19998,42000,Fair Price,Source.CAR_AND_DRIVER
2020,Mercedes-Benz,GLC GLC 300 SUV 4MATIC,28998,32000,Excellent Price,Source.CAR_AND_DRIVER
2022,Jeep,Compass Latitude FWD,23998,10000,Fair Price,Source.CAR_AND_DRIVER
2022,Volkswagen,Tiguan SE R-Line Black FWD,29998,18000,High Price,Source.CAR_AND_DRIVER
2023,Kia,Sportage EX FWD,28998,16000,Fair Price,Source.CAR_AND_DRIVER
2022,Ford,Escape SEL AWD,24991,34000,Fair Price,Source.CAR_AND_DRIVER
2022,Honda,Accord LX 1.5T CVT,26998,23000,High Price,Source.CAR_AND_DRIVER
2021,Toyota,RAV4 LE AWD,24694,22000,Excellent Price,Source.CAR_AND_DRIVER
2020,Rover,Range Rover Evoque P250 SE,28797,22000,Excellent Price,Source.CAR_AND_DRIVER
2021,Ford,Escape SEL FWD,19678,67000,Great Price,Source.CAR_AND_DRIVER
2020,BMW,X2 xDrive28i,26998,30000,Great Price,Source.CAR_AND_DRIVER
2020,Honda,Accord Touring 2.0T Automatic,25835,72000,Fair Price,Source.CAR_AND_DRIVER
2020,Volvo,S60 T5 Momentum FWD,25998,29000,High Price,Source.CAR_AND_DRIVER
2020,Mercedes-Benz,GLB GLB 250 4MATIC,29125,31000,Fair Price,Source.CAR_AND_DRIVER
2021,Toyota,Corolla LE CVT,19998,43000,Fair Price,Source.CAR_AND_DRIVER
2023,Honda,HR-V Sport AWD,24995,40000,Great Price,Source.CAR_AND_DRIVER
2020,Hyundai,Tucson SE FWD,18998,42000,Great Price,Source.CAR_AND_DRIVER
2020,Nissan,Murano SL AWD,27998,23000,Fair Price,Source.CAR_AND_DRIVER
2022,Ford,Edge SEL,23578,52000,Fair Price,Source.CAR_AND_DRIVER
2020,Mercedes-Benz,GLA GLA 250 4MATIC,24414,36000,Excellent Price,Source.CAR_AND_DRIVER
2022,Ford,F-150 XL SuperCab 6.5' Box 4WD,29998,58000,Excellent Price,Source.CAR_AND_DRIVER
2020,Ford,Escape Titanium AWD,24597,32000,Fair Price,Source.CAR_AND_DRIVER
2023,Mazda,CX-5 2.5 S Carbon Edition,29998,9000,Great Price,Source.CAR_AND_DRIVER
2021,Volkswagen,Tiguan 2.0T S 4MOTION,22998,23000,Fair Price,Source.CAR_AND_DRIVER
2020,Audi,Q5 Premium,29998,27000,Fair Price,Source.CAR_AND_DRIVER
2024,Kia,Forte LXS IVT,17700,8000,Excellent Price,Source.CAR_AND_DRIVER
2020,Kia,Optima LX Automatic,17998,41000,Great Price,Source.CAR_AND_DRIVER
2021,Kia,Sorento EX FWD,29998,19000,Great Price,Source.CAR_AND_DRIVER
2020,Chevrolet,Equinox LS with 1LS AWD,21288,36000,Fair Price,Source.CAR_AND_DRIVER
2020,Toyota,Camry XSE FWD Automatic,26998,49000,Fair Price,Source.CAR_AND_DRIVER
2021,Jeep,Compass Limited 4WD,24998,11000,Fair Price,Source.CAR_AND_DRIVER
2021,Nissan,Altima 2.5 SV FWD,18557,58000,Excellent Price,Source.CAR_AND_DRIVER
2021,Toyota,C-HR XLE FWD,17995,75000,Excellent Price,Source.CAR_AND_DRIVER
2020,GMC,Terrain SLT AWD,22535,63000,Fair Price,Source.CAR_AND_DRIVER
2022,Nissan,Altima 2.5 SR AWD,24998,2000,Great Price,Source.CAR_AND_DRIVER
2022,Nissan,Altima 2.5 S FWD,19800,35000,Fair Price,Source.CAR_AND_DRIVER
2023,Kia,Rio S Sedan IVT,17512,9000,Excellent Price,Source.CAR_AND_DRIVER
2022,Kia,K5 LXS FWD,24999,21000,High Price,Source.CAR_AND_DRIVER
2021,Buick,Enclave Essence FWD,29830,28000,Great Price,Source.CAR_AND_DRIVER
2020,Jeep,Wrangler Unlimited Sport,28000,54000,Great Price,Source.CAR_AND_DRIVER
2020,Hyundai,Elantra SEL IVT (SULEV),16998,47000,High Price,Source.CAR_AND_DRIVER
2022,Ford,Edge SEL,26604,35000,Fair Price,Source.CAR_AND_DRIVER
2023,Chevrolet,Malibu RS,22998,28000,Great Price,Source.CAR_AND_DRIVER
2021,Chrysler,Pacifica Hybrid Touring L FWD,27950,36000,Excellent Price,Source.CAR_AND_DRIVER
2020,Chevrolet,Sonic 5dr HB LT w/1FL,14599,59000,Fair Price,Source.CAR_AND_DRIVER
2020,INFINITI,Q50 3.0t LUXE AWD,24829,30000,Fair Price,Source.CAR_AND_DRIVER
2020,Chevrolet,Traverse AWD 4dr LT Cloth w/2FL,27998,34000,Great Price,Source.CAR_AND_DRIVER
2023,Kia,Sorento LX FWD,28481,18000,Fair Price,Source.CAR_AND_DRIVER
2023,Volkswagen,Tiguan S FWD,26358,19000,High Price,Source.CAR_AND_DRIVER
2021,Jeep,Cherokee Limited 4WD,26998,17000,Great Price,Source.CAR_AND_DRIVER
2020,BMW,5 Series 530i xDrive,29998,36000,Excellent Price,Source.CAR_AND_DRIVER
2022,Dodge,Challenger R/T RWD,28920,41000,Excellent Price,Source.CAR_AND_DRIVER
2023,Kia,Sportage EX FWD,28300,15000,Fair Price,Source.CAR_AND_DRIVER
2022,Nissan,Rogue SV FWD,24999,13000,Fair Price,Source.CAR_AND_DRIVER
2021,Hyundai,Elantra SEL IVT (SULEV),19998,35000,Great Price,Source.CAR_AND_DRIVER
2021,Nissan,Altima 2.5 S FWD,19998,14000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Cherokee Limited 4WD,26998,21000,Great Price,Source.CAR_AND_DRIVER
2021,Ford,Explorer XLT 4WD,29998,53000,Fair Price,Source.CAR_AND_DRIVER
2022,Ford,Explorer XLT RWD,29498,37000,Excellent Price,Source.CAR_AND_DRIVER
2021,Mazda,CX-5 Touring AWD,23887,42000,Fair Price,Source.CAR_AND_DRIVER
2021,Jeep,Grand Cherokee WK Limited 4WD,29998,30000,Great Price,Source.CAR_AND_DRIVER
2021,Ford,Explorer XLT RWD,28735,39000,Fair Price,Source.CAR_AND_DRIVER
2020,Jeep,Grand Cherokee Limited 4WD,26998,58000,Great Price,Source.CAR_AND_DRIVER
2021,Chevrolet,Equinox LT with 2FL FWD,19485,74000,Fair Price,Source.CAR_AND_DRIVER
2021,Nissan,Rogue SV AWD,23998,28000,Great Price,Source.CAR_AND_DRIVER
2021,Hyundai,Sonata SE,19998,32000,Great Price,Source.CAR_AND_DRIVER
2022,Ford,Mustang EcoBoost Fastback,26998,28000,High Price,Source.CAR_AND_DRIVER
2021,GMC,Terrain SLT FWD,23901,11000,Excellent Price,Source.CAR_AND_DRIVER
2021,Jeep,Grand Cherokee WK Laredo X RWD,25235,58000,Fair Price,Source.CAR_AND_DRIVER
2022,Hyundai,Tucson SEL FWD,23675,27000,Fair Price,Source.CAR_AND_DRIVER
2021,Hyundai,Sonata SE,19998,39000,Great Price,Source.CAR_AND_DRIVER
2020,Honda,Civic LX Sedan CVT,20998,44000,Great Price,Source.CAR_AND_DRIVER
2020,Jeep,Grand Cherokee Limited 4WD,28998,35000,High Price,Source.CAR_AND_DRIVER
2023,Honda,Accord EX,25800,25000,Fair Price,Source.CAR_AND_DRIVER
2023,Mazda,CX-30 Select,24998,7000,Fair Price,Source.CAR_AND_DRIVER
2021,Hyundai,Tucson Sport FWD,20998,37000,Excellent Price,Source.CAR_AND_DRIVER
2021,Toyota,RAV4 XLE FWD,27441,27000,Fair Price,Source.CAR_AND_DRIVER
2021,Hyundai,Santa Fe SE AWD,24998,22000,High Price,Source.CAR_AND_DRIVER
2020,Subaru,Forester 2.5i Sport,27998,21000,Great Price,Source.CAR_AND_DRIVER
2020,Mazda,CX-5 Grand Touring FWD,23800,51000,High Price,Source.CAR_AND_DRIVER
2023,Nissan,Sentra SV,21900,22000,Fair Price,Source.CAR_AND_DRIVER
2022,Dodge,Charger GT RWD,26981,61000,Fair Price,Source.CAR_AND_DRIVER
2020,Jaguar,F-PACE Premium 25t,28998,39000,Great Price,Source.CAR_AND_DRIVER
2021,Mitsubishi,Mirage LE Hatchback CVT,12749,53000,Fair Price,Source.CAR_AND_DRIVER
2022,Nissan,Frontier  ,26998,37000,N/A,Source.CAR_AND_DRIVER
2020,Chevrolet,Equinox LT with 1LT AWD,23998,4000,Great Price,Source.CAR_AND_DRIVER
2023,Nissan,Rogue 2023.5 SV AWD,27998,18000,Fair Price,Source.CAR_AND_DRIVER
2021,Kia,Sorento SX AWD,29998,50000,Fair Price,Source.CAR_AND_DRIVER
2022,Dodge,Charger GT RWD,27998,32000,Fair Price,Source.CAR_AND_DRIVER
2021,Kia,Rio S Sedan IVT,16998,45000,High Price,Source.CAR_AND_DRIVER
2020,Hyundai,Santa Fe SEL 2.0T AWD,27998,8000,Great Price,Source.CAR_AND_DRIVER
2020,Honda,Passport Sport FWD,24998,31000,Great Price,Source.CAR_AND_DRIVER
2021,Toyota,RAV4 XLE Premium FWD,29300,34000,Great Price,Source.CAR_AND_DRIVER
2022,Honda,Civic LX Sedan CVT,21800,40000,Fair Price,Source.CAR_AND_DRIVER
2022,Toyota,Corolla LE CVT,17880,50000,Excellent Price,Source.CAR_AND_DRIVER
2020,Jeep,Compass Limited 4WD,18955,66000,Fair Price,Source.CAR_AND_DRIVER
2020,Jeep,Grand Cherokee Altitude 4WD,25541,42000,Excellent Price,Source.CAR_AND_DRIVER
2021,Jeep,Grand Cherokee WK Limited 4WD,28998,36000,Fair Price,Source.CAR_AND_DRIVER
2023,Jeep,Gladiator Sport S,29999,40000,Excellent Price,Source.CAR_AND_DRIVER
2020,Chevrolet,Equinox LT with 1LT AWD,16900,97000,Fair Price,Source.CAR_AND_DRIVER
2020,Ford,Fusion SE FWD,21489,31000,High Price,Source.CAR_AND_DRIVER
2022,Audi,Q5 Premium Plus S line SUV,27998,42000,Excellent Price,Source.CAR_AND_DRIVER
2022,Nissan,Frontier SV Crew Cab 2WD,26935,47000,Fair Price,Source.CAR_AND_DRIVER
2023,Hyundai,Elantra Limited IVT,23998,18000,Great Price,Source.CAR_AND_DRIVER
2020,Dodge,Challenger SXT RWD,25998,41000,Fair Price,Source.CAR_AND_DRIVER
2022,Volkswagen,Tiguan SEL R-Line 4MOTION,26398,35000,Excellent Price,Source.CAR_AND_DRIVER
2023,Mitsubishi,Outlander Sport ES 2.0 AWC,20515,14000,Fair Price,Source.CAR_AND_DRIVER
2020,Honda,Odyssey EX-L,26999,59000,Excellent Price,Source.CAR_AND_DRIVER
2021,Buick,Envision Preferred FWD,24422,23000,Great Price,Source.CAR_AND_DRIVER
2022,Audi,A3 Premium FWD,26998,47000,High Price,Source.CAR_AND_DRIVER
2024,Nissan,Altima 2.5 S FWD,24973,2000,High Price,Source.CAR_AND_DRIVER
2022,Toyota,Corolla LE CVT,19997,24000,Excellent Price,Source.CAR_AND_DRIVER
2020,Jeep,Grand Cherokee Altitude 4WD,27900,51000,Fair Price,Source.CAR_AND_DRIVER
2022,Hyundai,Tucson Limited FWD,25833,45000,Fair Price,Source.CAR_AND_DRIVER
2020,Kia,Rio S Sedan IVT,9999,48000,Excellent Price,Source.CAR_AND_DRIVER
2022,Honda,Accord LX 1.5T CVT,21656,81000,High Price,Source.CAR_AND_DRIVER
2021,Ram,"1500 Big Horn Quad Cab 6'4"" Box 4WD",26299,70000,Excellent Price,Source.CAR_AND_DRIVER
2021,Volkswagen,Tiguan 2.0T SE FWD,22998,54000,Excellent Price,Source.CAR_AND_DRIVER
2020,Kia,Sorento EX V6 FWD,24998,47000,High Price,Source.CAR_AND_DRIVER
2022,Honda,Civic Sport Touring Hatchback CVT,27998,35000,Great Price,Source.CAR_AND_DRIVER
2020,Dodge,Journey SE Value FWD,19998,29000,Fair Price,Source.CAR_AND_DRIVER
2022,Toyota,Corolla LE CVT,19998,35000,Great Price,Source.CAR_AND_DRIVER
2022,Hyundai,Kona SEL FWD Automatic,20977,9000,Fair Price,Source.CAR_AND_DRIVER
2023,Mazda,CX-30 Select,23998,19000,Fair Price,Source.CAR_AND_DRIVER
2021,Toyota,Camry Hybrid LE CVT,24089,92000,High Price,Source.CAR_AND_DRIVER
2020,Toyota,Highlander L AWD,29998,35000,Great Price,Source.CAR_AND_DRIVER
2020,Mazda,CX-5 Grand Touring AWD,25998,22000,Great Price,Source.CAR_AND_DRIVER
2021,Hyundai,Palisade SEL AWD,29495,95000,Fair Price,Source.CAR_AND_DRIVER
2021,Volvo,XC60 T6 Momentum AWD,27998,54000,Excellent Price,Source.CAR_AND_DRIVER
2021,Ford,Escape SE AWD,20610,36000,Fair Price,Source.CAR_AND_DRIVER
2022,Hyundai,Tucson SEL AWD,25998,19000,Fair Price,Source.CAR_AND_DRIVER
2020,Ford,Edge SEL FWD,22795,56000,High Price,Source.CAR_AND_DRIVER
2021,Nissan,Sentra SR CVT,21998,34000,Fair Price,Source.CAR_AND_DRIVER
2021,INFINITI,QX50 PURE AWD,27998,24000,Fair Price,Source.CAR_AND_DRIVER
2020,Mitsubishi,Outlander ES FWD,19998,55000,High Price,Source.CAR_AND_DRIVER
2022,Nissan,Sentra SV CVT,19998,50000,Fair Price,Source.CAR_AND_DRIVER
2021,Hyundai,Venue SE IVT,17900,30000,Fair Price,Source.CAR_AND_DRIVER
2023,Nissan,Murano FWD SV,26998,19000,Great Price,Source.CAR_AND_DRIVER
2021,Honda,CR-V Hybrid EX-L AWD,29500,31000,Fair Price,Source.CAR_AND_DRIVER
2023,Chevrolet,Malibu LT,20000,15000,Fair Price,Source.CAR_AND_DRIVER
2022,Nissan,Altima 2.5 S FWD,21595,76000,High Price,Source.CAR_AND_DRIVER
2021,Nissan,Rogue Sport S AWD,20855,50000,High Price,Source.CAR_AND_DRIVER
2022,Mitsubishi,Outlander SE S-AWC,26422,36000,Fair Price,Source.CAR_AND_DRIVER
2021,Acura,TLX Standard SH-AWD,29998,44000,Great Price,Source.CAR_AND_DRIVER
2022,Honda,HR-V Sport AWD,24998,27000,High Price,Source.CAR_AND_DRIVER
2024,Honda,HR-V Sport FWD,29998,9,Fair Price,Source.CAR_AND_DRIVER
2022,Kia,Sorento X-Line S AWD,29998,45000,Fair Price,Source.CAR_AND_DRIVER
2021,Hyundai,Sonata Limited,25330,23000,Fair Price,Source.CAR_AND_DRIVER
2021,Nissan,Sentra SV CVT,18998,25000,Excellent Price,Source.CAR_AND_DRIVER
2023,Tesla,Model 3 RWD,24995,52000,Excellent Price,Source.CAR_AND_DRIVER
2020,Nissan,Rogue S FWD,19998,35000,Great Price,Source.CAR_AND_DRIVER
2022,GMC,Terrain AT4 AWD,26998,39000,Excellent Price,Source.CAR_AND_DRIVER
2021,Volkswagen,Tiguan 2.0T S FWD,18975,52000,Excellent Price,Source.CAR_AND_DRIVER
2023,Acura,Integra CVT w/A-Spec Package,27869,38000,Fair Price,Source.CAR_AND_DRIVER
2020,Honda,Accord LX 1.5T CVT,23998,33000,Fair Price,Source.CAR_AND_DRIVER
2023,Mazda,CX-5 2.5 S Carbon Edition,29998,6000,Great Price,Source.CAR_AND_DRIVER
2020,Toyota,Tacoma SR Access Cab 6' Bed I4 4WD Automatic,28998,42000,Great Price,Source.CAR_AND_DRIVER
2022,Hyundai,Tucson SEL AWD,24998,17000,Great Price,Source.CAR_AND_DRIVER
2022,Kia,Rio S Sedan IVT,17998,33000,High Price,Source.CAR_AND_DRIVER
2020,Mercedes-Benz,GLB GLB 250 4MATIC,29998,28000,Great Price,Source.CAR_AND_DRIVER
2021,Ford,Explorer Limited RWD,28995,51000,Fair Price,Source.CAR_AND_DRIVER
2023,Nissan,Versa S CVT,17998,18000,Great Price,Source.CAR_AND_DRIVER
2021,Volkswagen,Tiguan 2.0T SE 4MOTION,24996,13000,Fair Price,Source.CAR_AND_DRIVER
2020,Chevrolet,Equinox LS with 1LS FWD,19829,51000,High Price,Source.CAR_AND_DRIVER
2021,Chevrolet,Malibu LT,20998,36000,Great Price,Source.CAR_AND_DRIVER
2020,BMW,X1 xDrive28i AWD,19728,81000,Excellent Price,Source.CAR_AND_DRIVER
2021,Nissan,Rogue SV AWD,25998,36000,High Price,Source.CAR_AND_DRIVER
2020,BMW,X2 xDrive28i,25998,31000,Great Price,Source.CAR_AND_DRIVER
2020,Chevrolet,Sonic 5dr HB LT w/1FL,16595,68000,High Price,Source.CAR_AND_DRIVER
2020,Ford,Escape SE AWD,18998,47000,Excellent Price,Source.CAR_AND_DRIVER
2021,BMW,3 Series 330i RWD,27990,37000,Fair Price,Source.CAR_AND_DRIVER
2020,Kia,Sportage LX AWD,19998,33000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Cherokee Latitude Lux 4WD,24302,31000,High Price,Source.CAR_AND_DRIVER
2022,Chevrolet,Blazer 2LT FWD,26998,21000,Great Price,Source.CAR_AND_DRIVER
2021,Mazda,CX-5 Carbon Edition AWD,26998,25000,Fair Price,Source.CAR_AND_DRIVER
2024,Chevrolet,Malibu LT,25972,28000,Fair Price,Source.CAR_AND_DRIVER
2021,Ford,Explorer Limited RWD,27698,61000,Fair Price,Source.CAR_AND_DRIVER
2020,Chevrolet,Blazer 2LT FWD,20242,45000,Excellent Price,Source.CAR_AND_DRIVER
2021,Honda,Accord Sport SE 1.5T CVT,26900,54000,High Price,Source.CAR_AND_DRIVER
2021,Subaru,Legacy 2.5i Limited,24998,30000,Great Price,Source.CAR_AND_DRIVER
2023,Chevrolet,Equinox LT with 1LT FWD,27998,3000,High Price,Source.CAR_AND_DRIVER
2022,Nissan,Rogue SV AWD,24998,25000,Great Price,Source.CAR_AND_DRIVER
2022,Nissan,Altima 2.5 SV AWD,24998,8000,Fair Price,Source.CAR_AND_DRIVER
2022,Hyundai,Tucson SEL AWD,25998,11000,Great Price,Source.CAR_AND_DRIVER
2022,Toyota,RAV4 XLE FWD,26925,56000,Fair Price,Source.CAR_AND_DRIVER
2023,Hyundai,Sonata SEL 2.5L,23998,13000,Great Price,Source.CAR_AND_DRIVER
2020,Chrysler,300 Limited RWD,24998,37000,Great Price,Source.CAR_AND_DRIVER
