Year,Make,Model,Price,Miles,Rating,Source
2021,Kia,Sportage LX AWD,20998,18000,Great Price,Source.CAR_AND_DRIVER
2021,Chevrolet,Equinox LS with 1LS AWD,21998,9000,Great Price,Source.CAR_AND_DRIVER
2021,Toyota,Camry Hybrid XLE CVT,29500,43000,Great Price,Source.CAR_AND_DRIVER
2022,Toyota,Avalon XLE FWD,25920,50000,Excellent Price,Source.CAR_AND_DRIVER
2022,Subaru,Forester Premium,25997,31000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Cherokee High Altitude 4WD,25000,32000,Excellent Price,Source.CAR_AND_DRIVER
2023,Toyota,Corolla LE CVT FWD,20908,33000,Great Price,Source.CAR_AND_DRIVER
2023,Mazda,CX-30 Premium,25923,8000,Excellent Price,Source.CAR_AND_DRIVER
2022,Chevrolet,Malibu LS with 1LS,19998,26000,Great Price,Source.CAR_AND_DRIVER
2021,Toyota,RAV4 XLE AWD,26997,22000,Excellent Price,Source.CAR_AND_DRIVER
2022,Ford,Edge Titanium,23499,60000,Excellent Price,Source.CAR_AND_DRIVER
2020,Honda,Accord Sport 1.5T CVT,23998,54000,Great Price,Source.CAR_AND_DRIVER
2021,Ford,Mustang Mach-E Premium AWD,29998,14000,Excellent Price,Source.CAR_AND_DRIVER
2020,Buick,Envision Essence FWD,17331,78000,Excellent Price,Source.CAR_AND_DRIVER
2020,Ford,Fusion SEL FWD,14900,81000,Excellent Price,Source.CAR_AND_DRIVER
2023,Hyundai,Elantra SEL IVT,22998,11000,Fair Price,Source.CAR_AND_DRIVER
2022,Jeep,Compass Latitude Lux 4WD,23450,24000,Excellent Price,Source.CAR_AND_DRIVER
2021,Nissan,Sentra SV CVT,20998,4000,Great Price,Source.CAR_AND_DRIVER
2022,Hyundai,Santa Fe SEL FWD,25687,31000,Great Price,Source.CAR_AND_DRIVER
2024,Volkswagen,Jetta Sport Automatic,22456,8000,Great Price,Source.CAR_AND_DRIVER
2021,Kia,Sportage EX AWD,23421,24000,Great Price,Source.CAR_AND_DRIVER
2022,Kia,Sportage EX AWD,22518,27000,Excellent Price,Source.CAR_AND_DRIVER
2023,Hyundai,Santa Fe SEL AWD,27998,14000,Excellent Price,Source.CAR_AND_DRIVER
2022,Mazda,CX-5 2.5 S Premium Plus,27700,13000,Excellent Price,Source.CAR_AND_DRIVER
2022,Volkswagen,Taos SE FWD,18999,39000,Excellent Price,Source.CAR_AND_DRIVER
2023,Chevrolet,Malibu LT,22285,18000,Great Price,Source.CAR_AND_DRIVER
2022,Kia,Soul LX IVT,14500,79000,Excellent Price,Source.CAR_AND_DRIVER
2022,Nissan,Altima 2.5 S FWD,19200,31000,Great Price,Source.CAR_AND_DRIVER
2021,Ford,Bronco Sport Outer Banks,27214,24000,Excellent Price,Source.CAR_AND_DRIVER
2022,Chevrolet,Colorado LT Crew Cab Short Box 4WD,28400,63000,Great Price,Source.CAR_AND_DRIVER
2022,Chrysler,Pacifica Touring L FWD,24878,59000,Excellent Price,Source.CAR_AND_DRIVER
2022,Mazda,CX-5 2.5 S Carbon Edition,26998,24000,Great Price,Source.CAR_AND_DRIVER
2021,Nissan,Altima 2.5 SV FWD,18900,61000,Great Price,Source.CAR_AND_DRIVER
2021,Nissan,Rogue Sport S FWD,16500,62000,Great Price,Source.CAR_AND_DRIVER
2020,Ford,Edge SEL FWD,22998,24000,Great Price,Source.CAR_AND_DRIVER
2022,Honda,CR-V Hybrid EX AWD,27991,42000,Fair Price,Source.CAR_AND_DRIVER
2022,Nissan,Rogue SV FWD,24997,19000,Fair Price,Source.CAR_AND_DRIVER
2023,Nissan,Murano FWD S,21920,36000,Excellent Price,Source.CAR_AND_DRIVER
2021,Nissan,Frontier SV Crew Cab 4WD,27888,18000,Great Price,Source.CAR_AND_DRIVER
2020,Toyota,4Runner SR5 Premium RWD,29485,75000,Excellent Price,Source.CAR_AND_DRIVER
2021,Nissan,Rogue SV AWD,23998,30000,Great Price,Source.CAR_AND_DRIVER
2022,Mitsubishi,Outlander SEL FWD,27998,31000,Great Price,Source.CAR_AND_DRIVER
2021,Toyota,Corolla LE CVT,17000,59000,Excellent Price,Source.CAR_AND_DRIVER
2022,Honda,Accord Touring 2.0T Automatic,29622,39000,Excellent Price,Source.CAR_AND_DRIVER
2021,Chevrolet,Trax LT FWD,17995,40000,Excellent Price,Source.CAR_AND_DRIVER
2021,Kia,Forte LXS IVT,16998,58000,Great Price,Source.CAR_AND_DRIVER
2020,Honda,Pilot Elite AWD,28900,84000,Fair Price,Source.CAR_AND_DRIVER
2022,Ford,Bronco Sport Big Bend,28500,17000,Great Price,Source.CAR_AND_DRIVER
2020,Jaguar,F-PACE Premium 25t,27998,53000,Fair Price,Source.CAR_AND_DRIVER
2024,Mazda,Mazda3 Carbon Turbo Sedan Automatic AWD,27417,7000,Fair Price,Source.CAR_AND_DRIVER
2020,Ford,EcoSport Titanium 4WD,16700,54000,Great Price,Source.CAR_AND_DRIVER
2020,Honda,Civic LX Sedan CVT,19480,26000,Great Price,Source.CAR_AND_DRIVER
2023,Nissan,Murano AWD SV,27998,15000,Great Price,Source.CAR_AND_DRIVER
2021,Ram,"1500 Classic Warlock Quad Cab 6'4"" Box 4WD",29420,47000,Great Price,Source.CAR_AND_DRIVER
2021,Toyota,Corolla SE CVT,20989,44000,Great Price,Source.CAR_AND_DRIVER
2023,Dodge,Charger SXT RWD,27980,6000,Great Price,Source.CAR_AND_DRIVER
2022,GMC,Terrain SLT AWD,24998,44000,Great Price,Source.CAR_AND_DRIVER
2021,Nissan,Kicks SV,17995,49000,Great Price,Source.CAR_AND_DRIVER
2022,Toyota,Corolla LE CVT,17950,78000,Great Price,Source.CAR_AND_DRIVER
2021,Ford,Explorer Limited RWD,26497,59000,Excellent Price,Source.CAR_AND_DRIVER
2022,Nissan,Altima 2.5 SR FWD,23998,13000,Fair Price,Source.CAR_AND_DRIVER
2020,Hyundai,Elantra Value Edition IVT (SULEV),17998,40000,Fair Price,Source.CAR_AND_DRIVER
2022,Dodge,Challenger GT RWD,27998,30000,Fair Price,Source.CAR_AND_DRIVER
2021,Nissan,Maxima SV,21310,57000,Excellent Price,Source.CAR_AND_DRIVER
2020,Honda,Civic Sport Sedan CVT,21998,28000,Great Price,Source.CAR_AND_DRIVER
2021,Buick,Enclave Avenir FWD,27497,91000,Excellent Price,Source.CAR_AND_DRIVER
2022,GMC,Terrain SLT AWD,22961,53000,Great Price,Source.CAR_AND_DRIVER
2022,Mazda,Mazda3 Premium Hatchback Automatic AWD,24998,28000,Excellent Price,Source.CAR_AND_DRIVER
2022,Hyundai,Sonata SEL,20775,18000,Excellent Price,Source.CAR_AND_DRIVER
2023,Hyundai,Santa Fe SEL FWD,25620,18000,Excellent Price,Source.CAR_AND_DRIVER
2020,Nissan,Sentra SV CVT,19998,16000,Great Price,Source.CAR_AND_DRIVER
2021,Honda,CR-V EX-L FWD,28996,18000,Fair Price,Source.CAR_AND_DRIVER
2021,Jeep,Compass Latitude 4WD,20226,21000,Excellent Price,Source.CAR_AND_DRIVER
2022,Ram,"1500 Big Horn Quad Cab 6'4"" Box 2WD",29500,51000,Excellent Price,Source.CAR_AND_DRIVER
2021,Subaru,Outback 2.4T Touring XT,29510,40000,Excellent Price,Source.CAR_AND_DRIVER
2022,Hyundai,Tucson XRT AWD,27900,20000,Great Price,Source.CAR_AND_DRIVER
2023,Nissan,Murano AWD S,25998,13000,Excellent Price,Source.CAR_AND_DRIVER
2020,Ford,Escape SE AWD,18998,58000,Great Price,Source.CAR_AND_DRIVER
2021,Chevrolet,Silverado 1500 Custom Double Cab Standard Bed 4WD,27974,73000,Excellent Price,Source.CAR_AND_DRIVER
2021,Mazda,CX-5 Sport AWD,21572,35000,Great Price,Source.CAR_AND_DRIVER
2022,Volkswagen,Jetta SEL Automatic,21998,29000,Excellent Price,Source.CAR_AND_DRIVER
2020,Jeep,Renegade Trailhawk 4WD,19996,34000,Great Price,Source.CAR_AND_DRIVER
2023,Ford,Maverick XL SuperCrew FWD,27998,20000,Excellent Price,Source.CAR_AND_DRIVER
2020,Nissan,LEAF SV,14900,29000,Excellent Price,Source.CAR_AND_DRIVER
2023,Jeep,Renegade Latitude,24495,6000,Excellent Price,Source.CAR_AND_DRIVER
2022,Nissan,Versa SV CVT,17995,22000,Excellent Price,Source.CAR_AND_DRIVER
2022,Chrysler,Pacifica Limited FWD,28480,61000,Fair Price,Source.CAR_AND_DRIVER
2023,Nissan,Altima 2.5 SV AWD,25998,6000,Great Price,Source.CAR_AND_DRIVER
2023,Ford,Edge SEL,30000,16000,Great Price,Source.CAR_AND_DRIVER
2021,Honda,Accord EX-L 1.5T CVT,25999,33000,Great Price,Source.CAR_AND_DRIVER
2020,Nissan,Altima 2.5 SL FWD,20579,49000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Compass Altitude 4WD,20988,45000,Excellent Price,Source.CAR_AND_DRIVER
2021,Toyota,Corolla LE CVT,18308,62000,Fair Price,Source.CAR_AND_DRIVER
2021,Jeep,Grand Cherokee WK Laredo X RWD,25998,51000,Great Price,Source.CAR_AND_DRIVER
2024,Honda,Accord LX,25956,846,Great Price,Source.CAR_AND_DRIVER
2021,Cadillac,XT5 Premium Luxury AWD,28998,43000,Excellent Price,Source.CAR_AND_DRIVER
2022,Chevrolet,Trailblazer RS FWD,22998,55000,Excellent Price,Source.CAR_AND_DRIVER
2021,Mazda,CX-5 Grand Touring AWD,26586,15000,Fair Price,Source.CAR_AND_DRIVER
2020,Jeep,Cherokee Altitude FWD,20100,44000,Fair Price,Source.CAR_AND_DRIVER
2022,Honda,HR-V EX AWD,20989,54000,Excellent Price,Source.CAR_AND_DRIVER
2020,Ford,Transit Connect Wagon XLT with Rear Symmetrical Doors LWB,21999,60000,Excellent Price,Source.CAR_AND_DRIVER
2021,Dodge,Charger SXT RWD,26998,37000,Fair Price,Source.CAR_AND_DRIVER
2020,Jeep,Cherokee Latitude FWD,14950,91000,Excellent Price,Source.CAR_AND_DRIVER
2020,Jeep,Grand Cherokee Limited X 4WD,25950,83000,Great Price,Source.CAR_AND_DRIVER
2022,Nissan,Altima 2.5 S FWD,18900,40000,Great Price,Source.CAR_AND_DRIVER
2022,Honda,Civic Touring Sedan CVT,25998,50000,Great Price,Source.CAR_AND_DRIVER
2021,Chevrolet,Malibu 4dr Sedan LS w/1FL,18998,49000,Great Price,Source.CAR_AND_DRIVER
2020,BMW,X3 xDrive30i AWD,27998,57000,Great Price,Source.CAR_AND_DRIVER
2022,Jeep,Grand Cherokee WK Limited 4WD,27998,40000,Excellent Price,Source.CAR_AND_DRIVER
2023,Ford,Escape Active FWD,23998,20000,Fair Price,Source.CAR_AND_DRIVER
2021,Ford,EcoSport S FWD,15998,55000,Great Price,Source.CAR_AND_DRIVER
2023,Volkswagen,Tiguan SE FWD,24588,26000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Renegade Latitude FWD,17500,56000,Great Price,Source.CAR_AND_DRIVER
2021,Ram,"1500 Big Horn Quad Cab 6'4"" Box 4WD",29295,45000,Great Price,Source.CAR_AND_DRIVER
2023,Nissan,Rogue SV FWD,25383,26000,Great Price,Source.CAR_AND_DRIVER
2021,Dodge,Durango GT Plus RWD,28300,57000,Excellent Price,Source.CAR_AND_DRIVER
2021,GMC,Terrain SLT FWD,20842,57000,Excellent Price,Source.CAR_AND_DRIVER
2022,Chrysler,Pacifica Touring L FWD,25722,61000,Great Price,Source.CAR_AND_DRIVER
2021,Honda,CR-V EX AWD,28489,34000,Fair Price,Source.CAR_AND_DRIVER
2022,Chevrolet,Malibu LT,20998,34000,Fair Price,Source.CAR_AND_DRIVER
2021,Volvo,S60 T6 Momentum AWD,26998,24000,Excellent Price,Source.CAR_AND_DRIVER
2020,Nissan,Sentra SV CVT,19998,24000,Fair Price,Source.CAR_AND_DRIVER
2021,Toyota,Camry Hybrid XSE CVT,29998,41000,Excellent Price,Source.CAR_AND_DRIVER
2022,Toyota,Corolla Hatchback Nightshade CVT,22998,26000,Great Price,Source.CAR_AND_DRIVER
2023,Honda,Civic EX-L Hatchback CVT,26155,13000,Great Price,Source.CAR_AND_DRIVER
2024,Honda,Accord LX,25958,2000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Grand Cherokee WK Limited 4WD,29998,34000,Great Price,Source.CAR_AND_DRIVER
2022,Romeo,Stelvio Ti AWD,26999,35000,Excellent Price,Source.CAR_AND_DRIVER
2020,Jeep,Grand Cherokee High Altitude RWD,28648,45000,Excellent Price,Source.CAR_AND_DRIVER
2020,Chevrolet,Sonic 5dr HB LT w/1FL,13998,43000,Excellent Price,Source.CAR_AND_DRIVER
2020,Lexus,NX NX 300 F Sport AWD,29104,52000,Fair Price,Source.CAR_AND_DRIVER
2021,Mazda,Mazda3 2.5 S 4-Door FWD,17438,26000,Excellent Price,Source.CAR_AND_DRIVER
2021,Honda,Civic Sport Touring Hatchback CVT,26988,23000,Excellent Price,Source.CAR_AND_DRIVER
2022,Chrysler,300 S RWD,27998,44000,Excellent Price,Source.CAR_AND_DRIVER
2022,Hyundai,Kona SEL FWD Automatic,18549,41000,Great Price,Source.CAR_AND_DRIVER
2022,Hyundai,Accent SE,15997,45000,Great Price,Source.CAR_AND_DRIVER
2021,Kia,Sorento SX AWD,28999,38000,Great Price,Source.CAR_AND_DRIVER
2020,Hyundai,Tucson Value AWD,18935,49000,Great Price,Source.CAR_AND_DRIVER
2021,Honda,Passport EX-L AWD,29998,29000,Great Price,Source.CAR_AND_DRIVER
2020,Kia,Sorento SX V6 AWD,20000,88000,Excellent Price,Source.CAR_AND_DRIVER
2023,Honda,Accord EX without BSI,26998,9000,Great Price,Source.CAR_AND_DRIVER
2021,Mazda,CX-5 Sport AWD,23998,26000,Great Price,Source.CAR_AND_DRIVER
2021,Buick,Enclave Essence AWD,28998,42000,Great Price,Source.CAR_AND_DRIVER
2023,Hyundai,Santa Fe SEL AWD,28998,6000,Excellent Price,Source.CAR_AND_DRIVER
2020,Lincoln,Corsair Reserve AWD,29998,27000,Great Price,Source.CAR_AND_DRIVER
2022,Nissan,Maxima SV,25995,35000,Excellent Price,Source.CAR_AND_DRIVER
2021,Toyota,Camry SE Automatic,24998,10000,Great Price,Source.CAR_AND_DRIVER
2022,Toyota,RAV4 XLE FWD,27651,45000,Great Price,Source.CAR_AND_DRIVER
2022,Ford,Edge Titanium,28590,39000,Great Price,Source.CAR_AND_DRIVER
2022,Nissan,Rogue Sport SV AWD,23998,10000,Great Price,Source.CAR_AND_DRIVER
2020,Nissan,Sentra SV CVT,17899,33000,Excellent Price,Source.CAR_AND_DRIVER
2021,Subaru,Ascent Touring 7-Passenger,29998,59000,Great Price,Source.CAR_AND_DRIVER
2022,Chrysler,Pacifica Touring L FWD,22998,63000,Excellent Price,Source.CAR_AND_DRIVER
2021,Kia,Sorento LX FWD,19511,76000,Great Price,Source.CAR_AND_DRIVER
2021,Honda,Accord Sport 1.5T CVT,27489,20000,Fair Price,Source.CAR_AND_DRIVER
2023,Dodge,Charger GT RWD,27855,34000,Great Price,Source.CAR_AND_DRIVER
2021,Kia,Sorento SX Prestige X-Line AWD,29500,19000,Excellent Price,Source.CAR_AND_DRIVER
2020,Toyota,Camry Hybrid LE FWD CVT,23998,57000,Fair Price,Source.CAR_AND_DRIVER
2021,Nissan,Kicks SV,17916,39000,Excellent Price,Source.CAR_AND_DRIVER
2021,Ford,Bronco Sport Base,21389,60000,Excellent Price,Source.CAR_AND_DRIVER
2024,Jeep,Compass Latitude,28980,5000,Great Price,Source.CAR_AND_DRIVER
2021,Toyota,RAV4 LE AWD,23995,55000,Great Price,Source.CAR_AND_DRIVER
2022,Chevrolet,Blazer 2LT FWD,22767,49000,Excellent Price,Source.CAR_AND_DRIVER
2023,Hyundai,Elantra SE IVT,18998,53000,Excellent Price,Source.CAR_AND_DRIVER
2021,Honda,CR-V EX FWD,23300,59000,Great Price,Source.CAR_AND_DRIVER
2021,Hyundai,Sonata SEL,18300,63000,Great Price,Source.CAR_AND_DRIVER
2020,Ford,Ranger XL 4WD SuperCrew 5' Box,29750,47000,Fair Price,Source.CAR_AND_DRIVER
2020,Nissan,Sentra SV CVT,18998,35000,Great Price,Source.CAR_AND_DRIVER
2022,Honda,Civic Sport Sedan CVT,21848,64000,Great Price,Source.CAR_AND_DRIVER
2021,Lexus,UX UX 200 FWD,28998,28000,Great Price,Source.CAR_AND_DRIVER
2021,Subaru,Outback 2.5i Premium,25998,31000,Great Price,Source.CAR_AND_DRIVER
2021,Nissan,Murano SV AWD,23998,25000,Great Price,Source.CAR_AND_DRIVER
2020,Toyota,Highlander L AWD,29998,36000,Excellent Price,Source.CAR_AND_DRIVER
2020,Nissan,Pathfinder SV 4WD,23998,57000,Fair Price,Source.CAR_AND_DRIVER
2022,Toyota,Tacoma SR5 Double Cab 5' Bed I4 2WD Automatic,28500,50000,Great Price,Source.CAR_AND_DRIVER
2023,Honda,CR-V EX AWD,28499,20000,Excellent Price,Source.CAR_AND_DRIVER
2020,Chevrolet,Equinox AWD 4dr LS w/1FL,19998,42000,Great Price,Source.CAR_AND_DRIVER
2022,Hyundai,Sonata SEL Plus,23997,34000,Great Price,Source.CAR_AND_DRIVER
2021,Volkswagen,Tiguan 2.0T SE 4MOTION,21998,45000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Cherokee Limited 4WD,24754,28000,Excellent Price,Source.CAR_AND_DRIVER
2021,Honda,CR-V EX FWD,28775,17000,Fair Price,Source.CAR_AND_DRIVER
2023,Toyota,Camry SE Automatic FWD,25200,12000,Great Price,Source.CAR_AND_DRIVER
2020,Kia,Soul LX IVT,15400,44000,Great Price,Source.CAR_AND_DRIVER
2020,Hyundai,Tucson SE AWD,19998,35000,Great Price,Source.CAR_AND_DRIVER
2020,Audi,Q5 Premium Plus,27995,16000,Excellent Price,Source.CAR_AND_DRIVER
2022,Chrysler,Pacifica Touring L FWD,25382,59000,Great Price,Source.CAR_AND_DRIVER
2021,Kia,Sportage LX FWD,14950,78000,Great Price,Source.CAR_AND_DRIVER
2022,Toyota,RAV4 XLE FWD,25881,50000,Great Price,Source.CAR_AND_DRIVER
2021,Toyota,Highlander XLE AWD,27774,90000,Excellent Price,Source.CAR_AND_DRIVER
2023,Jeep,Renegade Latitude,24998,9000,Fair Price,Source.CAR_AND_DRIVER
2023,Chevrolet,Equinox RS FWD,29000,7000,Great Price,Source.CAR_AND_DRIVER
2022,Ford,Escape SE Hybrid AWD,21300,43000,Great Price,Source.CAR_AND_DRIVER
2021,Hyundai,Santa Fe SEL FWD,23988,25000,Excellent Price,Source.CAR_AND_DRIVER
2021,Chevrolet,Camaro LT with 1LT Convertible,24332,64000,Great Price,Source.CAR_AND_DRIVER
2021,Nissan,Rogue SV FWD,23300,13000,Great Price,Source.CAR_AND_DRIVER
2021,Chevrolet,Blazer 2LT FWD,24335,23000,Great Price,Source.CAR_AND_DRIVER
2020,Nissan,Altima 2.5 S FWD,19998,37000,Fair Price,Source.CAR_AND_DRIVER
2023,Chevrolet,Bolt EUV LT,23998,13000,Fair Price,Source.CAR_AND_DRIVER
2022,Volkswagen,Passat 2.0T R-Line,20991,40000,Excellent Price,Source.CAR_AND_DRIVER
2021,Chevrolet,Trax LT FWD,17995,42000,Great Price,Source.CAR_AND_DRIVER
2021,Dodge,Charger SXT RWD,20420,64000,Excellent Price,Source.CAR_AND_DRIVER
2023,Ford,Escape ST-Line AWD,23795,15000,Excellent Price,Source.CAR_AND_DRIVER
2022,Dodge,Charger GT RWD,28477,19000,Great Price,Source.CAR_AND_DRIVER
2020,Buick,Enclave Essence AWD,26900,38000,Great Price,Source.CAR_AND_DRIVER
2020,Nissan,Altima 2.5 S FWD,15979,82000,Great Price,Source.CAR_AND_DRIVER
2020,Lincoln,MKZ Standard AWD,26998,14000,Excellent Price,Source.CAR_AND_DRIVER
2022,Ford,F-150 XL Regular Cab 8' Box 2WD,28400,38000,Great Price,Source.CAR_AND_DRIVER
2022,Hyundai,Tucson SEL AWD,24500,19000,Great Price,Source.CAR_AND_DRIVER
2022,Jeep,Cherokee Limited 4WD,29999,6000,Great Price,Source.CAR_AND_DRIVER
2020,Honda,Accord Sport 1.5T CVT,20000,59000,Excellent Price,Source.CAR_AND_DRIVER
2020,Chevrolet,Blazer 2LT FWD,20285,43000,Excellent Price,Source.CAR_AND_DRIVER
2023,Kia,Soul LX IVT,17700,25000,Great Price,Source.CAR_AND_DRIVER
2022,Hyundai,Kona SEL FWD Automatic,19313,24000,Great Price,Source.CAR_AND_DRIVER
2021,Volkswagen,Jetta GLI S Automatic,23998,24000,Excellent Price,Source.CAR_AND_DRIVER
2023,Honda,Accord Hybrid Sport,26600,26000,Great Price,Source.CAR_AND_DRIVER
2021,Chevrolet,Trailblazer RS FWD,23998,42000,Fair Price,Source.CAR_AND_DRIVER
2021,Hyundai,Sonata Limited,25998,21000,Fair Price,Source.CAR_AND_DRIVER
2020,Jeep,Wrangler Sport,29991,27000,Fair Price,Source.CAR_AND_DRIVER
2021,Subaru,Crosstrek 2.5i Sport CVT,21495,65000,Excellent Price,Source.CAR_AND_DRIVER
2020,Lincoln,Nautilus Reserve AWD,23500,90000,Great Price,Source.CAR_AND_DRIVER
2021,Volvo,XC60 T5 R-Design FWD,27950,71000,Excellent Price,Source.CAR_AND_DRIVER
2021,Toyota,RAV4 LE AWD,24998,53000,Great Price,Source.CAR_AND_DRIVER
2024,Toyota,Camry SE Automatic FWD,29998,3000,Fair Price,Source.CAR_AND_DRIVER
2023,Mazda,Mazda3 Preferred Hatchback Automatic FWD,21999,25000,Great Price,Source.CAR_AND_DRIVER
2020,Ford,Escape SE AWD,18998,59000,Great Price,Source.CAR_AND_DRIVER
2022,Dodge,Charger SXT RWD,24998,33000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Compass Altitude 4WD,22990,17000,Fair Price,Source.CAR_AND_DRIVER
2023,Kia,Sportage LX AWD,24500,24000,Great Price,Source.CAR_AND_DRIVER
2021,Nissan,Rogue SV AWD,24998,10000,Great Price,Source.CAR_AND_DRIVER
2023,Chevrolet,Equinox RS FWD,26998,15000,Great Price,Source.CAR_AND_DRIVER
2020,GMC,Acadia SLT AWD,27998,52000,Fair Price,Source.CAR_AND_DRIVER
2022,Volkswagen,Taos SE FWD,22213,19000,Excellent Price,Source.CAR_AND_DRIVER
2021,Toyota,RAV4 LE FWD,21200,78000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Cherokee Limited FWD,21935,64000,Great Price,Source.CAR_AND_DRIVER
2021,Jeep,Cherokee Limited 4WD,24998,38000,Excellent Price,Source.CAR_AND_DRIVER
2021,Ford,F-150 XL SuperCab 6.5' Box 4WD,29000,30000,Excellent Price,Source.CAR_AND_DRIVER
2021,Kia,K5 EX FWD,24998,36000,Great Price,Source.CAR_AND_DRIVER
2024,Hyundai,Elantra SEL IVT,23887,8000,Great Price,Source.CAR_AND_DRIVER
2021,Chevrolet,Traverse LT Leather FWD,24737,70000,Great Price,Source.CAR_AND_DRIVER
2023,Nissan,Rogue 2023.5 SV AWD,24998,26000,Great Price,Source.CAR_AND_DRIVER
2023,Hyundai,Kona SEL AWD Automatic,23500,5000,Great Price,Source.CAR_AND_DRIVER
2022,Nissan,Altima 2.5 SV FWD,20500,20000,Excellent Price,Source.CAR_AND_DRIVER
2020,Kia,Niro Plug-In Hybrid EX Premium,22000,44000,Excellent Price,Source.CAR_AND_DRIVER
2022,Ford,Edge Titanium,23700,58000,Great Price,Source.CAR_AND_DRIVER
2024,Hyundai,Tucson SEL AWD,28900,7000,Great Price,Source.CAR_AND_DRIVER
2024,Honda,HR-V Sport FWD,24477,24000,Great Price,Source.CAR_AND_DRIVER
2022,Hyundai,Santa Fe XRT AWD,23944,52000,Excellent Price,Source.CAR_AND_DRIVER
2023,Nissan,Altima 2.5 SR FWD,22857,36000,Excellent Price,Source.CAR_AND_DRIVER
2024,Honda,Civic Sport Sedan CVT,27998,543,Great Price,Source.CAR_AND_DRIVER
2020,Jeep,Wrangler Sport S,25996,46000,Excellent Price,Source.CAR_AND_DRIVER
2022,Toyota,Tacoma SR5 Double Cab 5' Bed I4 2WD Automatic,29000,49000,Fair Price,Source.CAR_AND_DRIVER
2020,Nissan,Frontier SV Crew Cab 2WD,21935,46000,Excellent Price,Source.CAR_AND_DRIVER
2022,Hyundai,Santa Fe Calligraphy FWD,28587,44000,Fair Price,Source.CAR_AND_DRIVER
2022,Volkswagen,Tiguan SE 4MOTION,22594,57000,Excellent Price,Source.CAR_AND_DRIVER
2024,Chevrolet,Trax LS FWD,21554,17000,Great Price,Source.CAR_AND_DRIVER
2023,Buick,Encore GX Preferred AWD,20998,29000,Excellent Price,Source.CAR_AND_DRIVER
2020,Honda,CR-V EX AWD,21600,92000,Great Price,Source.CAR_AND_DRIVER
2020,Jaguar,F-PACE Premium 25t,27998,44000,Great Price,Source.CAR_AND_DRIVER
2020,Honda,Civic Sport Sedan CVT,22998,38000,Fair Price,Source.CAR_AND_DRIVER
2021,Hyundai,Elantra SEL IVT,17988,28000,Excellent Price,Source.CAR_AND_DRIVER
2021,Nissan,Sentra SR CVT,17899,50000,Excellent Price,Source.CAR_AND_DRIVER
2022,Jeep,Compass Latitude 4WD,22926,19000,Excellent Price,Source.CAR_AND_DRIVER
2021,Kia,K5 GT-Line AWD,22500,71000,Great Price,Source.CAR_AND_DRIVER
2021,Subaru,Forester 2.5i Premium,26998,25000,Fair Price,Source.CAR_AND_DRIVER
2023,GMC,Terrain SLE AWD,26250,20000,Great Price,Source.CAR_AND_DRIVER
2020,Mitsubishi,Outlander Sport ES 2.0 AWC CVT,18998,35000,Great Price,Source.CAR_AND_DRIVER
2022,Chevrolet,Malibu LT,19998,48000,Fair Price,Source.CAR_AND_DRIVER
2021,Buick,Enclave Essence AWD,29998,27000,Great Price,Source.CAR_AND_DRIVER
2023,Kia,Sportage SX-Prestige AWD,28700,49000,Great Price,Source.CAR_AND_DRIVER
2021,Ford,F-150 XL SuperCab 6.5' Box 4WD,29998,54000,Excellent Price,Source.CAR_AND_DRIVER
2020,Ford,Mustang EcoBoost Fastback,20775,35000,Great Price,Source.CAR_AND_DRIVER
2022,Nissan,Sentra SV CVT,21998,8000,Great Price,Source.CAR_AND_DRIVER
2022,Chevrolet,Trax LS FWD,17521,17000,Excellent Price,Source.CAR_AND_DRIVER
2024,Honda,Civic EX Sedan CVT,25500,9000,Fair Price,Source.CAR_AND_DRIVER
2024,Volkswagen,Jetta S Automatic,22998,2000,Fair Price,Source.CAR_AND_DRIVER
2021,Chevrolet,Equinox LT with 2FL FWD,19998,34000,Excellent Price,Source.CAR_AND_DRIVER
2021,Nissan,Rogue SV AWD,25998,26000,Great Price,Source.CAR_AND_DRIVER
2023,Mazda,CX-9 Carbon Edition,27804,44000,Excellent Price,Source.CAR_AND_DRIVER
2020,Ford,Escape SE FWD,17995,62000,Fair Price,Source.CAR_AND_DRIVER
2020,Mercedes-Benz,GLB GLB 250 4MATIC,28998,53000,Fair Price,Source.CAR_AND_DRIVER
2021,Volkswagen,Tiguan 2.0T SEL 4MOTION,25998,24000,Excellent Price,Source.CAR_AND_DRIVER
2023,Hyundai,Sonata SEL 2.5L,24998,10000,Fair Price,Source.CAR_AND_DRIVER
2022,Nissan,Murano AWD SL,29998,13000,Great Price,Source.CAR_AND_DRIVER
2022,Nissan,Altima 2.5 SL FWD,26998,7000,Fair Price,Source.CAR_AND_DRIVER
2021,Toyota,RAV4 LE AWD,23995,22000,Great Price,Source.CAR_AND_DRIVER
2023,Hyundai,Tucson SEL AWD,25682,19000,Great Price,Source.CAR_AND_DRIVER
2022,Nissan,Rogue Sport SL FWD,21488,30000,Excellent Price,Source.CAR_AND_DRIVER
